device_id    expected_vendor                               inferred_vendor                         dns_number    is_correct
-----------  --------------------------------------------  ------------------------------------  ------------  ------------
sc346a8f5e0  lifx                                                                                           0             0
s2e066c0d96  netgear                                                                                        0             0
s628e33da09  sky                                           sky                                              1             1
s2fd9697acb  amazon                                        amazon                                           8             1
s56ac43a850  samsung                                       samsung                                         26             1
s3deefd5793  samsung                                       samsung                                         23             1
s143f7c3497  lifx                                                                                           0             0
sedf3ccd657  meross                                                                                         0             0
s008bb350e6  logitech                                      logitech                                         1             1
s986e303e6e  sonos                                         sonos play:5                                     1             0
s124e5558d5  nanoleaf                                                                                       0             0
s0ad7cd14d7  netatmo                                       netatmo                                          1             1
s755f7d40af  amazon echo                                   amazon                                           4             0
s59129e4192  belkin                                        wemo                                             1             0
sfe32485d82  apple                                                                                          0             0
sf0591661e1  logitech                                                                                       0             0
s578e1993c4  home assistant                                vivotek                                          6             0
seed0d49451  western digital                                                                                0             0
s13f28996d8  drobo                                                                                          0             0
sfb30a304bb  philips hue                                   philips                                          1             0
s9695af0918  circle                                                                                         1             0
s21d72e0f29  ring                                                                                           0             0
s2c072132ed  nokia                                         apple                                            5             0
s43e7b6d991  ooma                                                                                           0             0
sd761e5f96c  silicondust                                                                                    0             0
s34b835c62b  ecobee                                                                                         0             0
s4b34bb4df6  ring                                          amazon ring                                      1             0
s00fb1f3f73  ecobee                                                                                         0             0
sdccc04fb89  apple                                         vocolinc                                         4             0
s1f4da56daf  solaredge                                                                                      0             0
s28025ccf17  nintendo                                      nintendo                                         1             1
s38a1809ecc  apple                                         apc                                             10             0
sa58c381ef3  amazon                                        amazon fire tv                                   1             0
s5644e2340f  apple                                         apc                                              9             0
s963f9d80d0  chamberlain                                                                                    0             0
s51eb186174  philips                                       philips hue                                      2             0
s361860ef28  google                                        apc                                              3             0
se70ddd38b9  google                                        google                                           4             1
s8cd62b0204  yamaha                                                                                         1             0
sc312c92902  philips                                       philips hue                                      2             0
sbcb63cc66a  lifx                                                                                           0             0
sedd46b7fce  belkin                                                                                         0             0
s8835b19ead  logitech                                      logitech                                         1             1
sae1af472da  logitech                                      harmony                                          2             0
s7aed648789  invoxia                                                                                        1             0
sc495275409  sony                                          sony                                             9             1
sf0a412228f  logitech                                      tasmota                                          1             0
s989383dbfb  apple                                         apple                                            2             1
sa87c502634  apple                                         apc                                             17             0
sa8ecbc52a9  sleepnumber                                   sleep number                                     2             0
s5bf6dd6c4c  amazon                                        amazon                                           8             1
s97f8c2e7c1  sonos                                         sonos play:5                                     1             0
s4895ae5c8b  brother                                                                                        0             0
sb04b5a5f31  sonos                                         sonos play:5                                     1             0
s6bec2b0a0a  irobot                                        irobot                                           4             1
sc5023ebe6b  amazon                                        amazon                                           9             1
sbc808b0892  logitech                                      harmony                                          3             0
sc0817e82b9  belkin                                        wemo                                             1             0
s254bf9e523  tcl                                           tcl                                              3             1
se5339fa90e  roku                                          tcl                                              6             0
sdd53edad6d  netgear                                       netgear                                          1             1
s7a3ea38968  nest                                                                                           0             0
sab1e62e8aa  hp                                                                                             0             0
s4e7a94ce5b  apple                                                                                          1             0
s3abf0143fe  tuya                                                                                           0             0
sf79195a965  google                                        google                                           3             1
sceec749d51  google                                        google                                           3             1
se405fdd8a8  roku stick                                    tcl                                              3             0
s94bf8a4c0e  tuya                                                                                           0             0
s762b0d5d78  wd                                            plex                                             1             0
sa75a6a01db  samsung                                       directv                                          4             0
s07180d74db  roku                                          tcl                                              5             0
s26010f7c90  honeywell                                     honeywell                                        2             1
s305bffeee6  google                                        google                                           3             1
s336007b967  google                                        apc                                              3             0
s2dc1cfc17e  apple                                         apple                                            4             1
sf0928eb1ce  apple                                         apc                                              7             0
s903492ed00  apple                                         apple                                            4             1
s491129ec4c  apple                                         libratone                                        1             0
s442ad3cdd9  vizio                                         visio                                            4             0
s776ca2413a  lenovo                                        google                                          64             0
sa5c230940b  amazon                                        amazon                                          10             1
s85a9805122  apple                                         unifi                                           20             0
s88a9df0601  nuheat                                                                                         1             0
s6361242bab  logitech                                      tasmota                                          2             0
sead46c6d4d  nanoleaf                                      nano leaf                                        3             0
se778c12046  june                                          tasmota                                          5             0
s28b8eb127a  neato                                         neato                                            2             1
s7d9895bc5b  roku                                          tcl                                              2             0
s6455916e29  apple                                         apple                                           15             1
s4806a20c05  sonoff                                                                                         0             0
sc368945cfe  google                                        apc                                              3             0
s29823ee469  google                                        google                                           9             1
s2b8818fd48  ring                                                                                           0             0
s12694ff260  unknown                                       magic hue                                        1             0
sa49c43d3f3  unknown                                                                                        0             0
s21af159a5d  purpleair                                     ambient weather                                  3             0
s6a7379fa3d  bloomsky                                                                                       1             0
s16f217ed33  amazon                                        amazon                                           2             1
sf6abc15ebc  apple                                                                                          0             0
sb34422e440  google                                        google. nest                                     1             0
s934d50c719  lifx                                                                                           0             0
sd0faffb68c  skybell                                       skybell                                          3             1
s7f318063c6  foo                                                                                            0             0
sc18164a74b  tp-link                                                                                        0             0
s3ad99fb2f8  bloomsky                                                                                       1             0
sc540ed4190  apple                                         apple                                            4             1
s1558348732  foscam                                        foscam                                           1             1
s1f3c5fae3a  foscam                                        foscam                                           1             1
s8d27f5562a  samsung                                                                                        1             0
sea050b0b1f  apple                                         apple                                            4             1
s252bbb2013  tp-link                                       apc                                              2             0
s923e0ce039  belkin                                                                                         0             0
sb9d6d59aaa  xiaomi                                        google                                           5             0
scc04048e8a  belkin wemo                                                                                    0             0
sf885ea1c7e  koogeek                                                                                        0             0
scffeb796ab  philips hue                                   philips hue                                      2             1
s572727fb6c  nintendo                                      nintendo                                         2             1
sdf80024d86  apple                                         apple                                           14             1
s7355cc9c85  xiaomi                                        apc                                              4             0
s02c816bf1c  vizio                                                                                          0             0
sa68811ad88  apple                                         apple                                            3             1
sb0bb82ad8e  apple                                                                                          0             0
s639ddfa5e5  xiaomi                                                                                         0             0
s9c39b6b476  netgear                                       netgear                                          1             1
se9d65c4526  apple                                         apple                                           10             1
s4e45957602  chamberlain                                                                                    0             0
sb4f48c4615  samsung                                                                                        0             0
scb838aead2  samsung                                       samsung                                          2             1
s74155a9420  wyze                                          wyze labs                                        5             0
s475d88f20d  vizio                                         insteon                                          1             0
s10fd62293d  goldair                                       feit                                             1             0
s194cc5b633  brother                                                                                        0             0
s9025c67b84  netgear                                       netgear                                          1             1
s097c5a171e  amazon                                        amazon                                           7             1
s912a5accfc  wyze                                          wyze labs                                        4             0
s61042e0e78  hewlett-packard                                                                                0             0
sd584f1690b  netgear                                       vocolinc                                         3             0
s3954cc12b6  ring                                          ring                                             2             1
s0845226ca4  netgear                                       netgear                                          1             1
s2924d46772  cujo                                          apc                                              5             0
s786891d4fd  lg electoronics                                                                                1             0
s9674f2dc58  sony                                          sony                                             2             1
s8b10c10391  vocolinc                                                                                       0             0
s8f8d488489  lennox                                        lennox                                           1             1
sc3d0f96a87  netgear                                       liftmaster                                       1             0
sa80e377cf4  phillips                                      philips hue                                      2             0
s4bf24b769f  synoloy                                       synology                                         7             0
sbc5d61c045  sleep number                                  sleep number                                     3             1
s30a0649b7f  wyze                                          wyze labs                                        4             0
sfb40661b0e  wyze                                          wyze labs                                        5             0
s1cfd870300  chaimberlain                                  liftmaster                                       1             0
sdafad0b60f  ring                                          ring                                             2             1
s5fcd370349  microsoft                                     microsoft                                       19             1
s6042938095  goldair                                       feit                                             1             0
sa5e786ae86  bose                                                                                           1             0
s466b0c2f5f  kwikset                                                                                        0             0
sf9d5b33acb  netatmo                                                                                        0             0
sd27528167d  emerson                                                                                        1             0
s0cae0787a2  apple                                         google                                          51             0
s358e9d5746  hubitat                                       google nest                                      5             0
sa57b62ab8a  apple                                         google                                          35             0
sf777953ae1  philips                                       philips hue                                      2             0
sd4a28ff5fe  google                                        google                                           5             1
sc83b5ec730  apple                                         bowers and wilkins                               6             0
s46e7a0d0b7  google                                        google                                           4             1
s1dac20eeae  raspberry pi foundation                       apc                                            347             0
s5568e59986  google                                        google                                           6             1
sf474a63d55  google                                        google                                           6             1
s07bad123ae  nest                                          google nest                                      2             0
sad7e8b53a9  google                                        google                                           5             1
s21d4c0859f  google                                        google                                           6             1
s507b5be681  apple                                         google                                          39             0
s0c6abe64f6  amazon                                        amazon                                           3             1
s61d93bfba0  apple                                                                                          0             0
s35d39b00c6  nest                                                                                           0             0
s51a474bf16  google                                        google                                           6             1
sc4ec9c72c8  logitec                                       harmony                                          2             0
sf3c5886c47  belkin                                        wemo                                             1             0
sf26bd482e5  wyze                                          wyzelabs                                         3             0
s50a640de36  belkin                                        wemo                                             1             0
s0d8da7df2a  raspberry pi                                  raspberry                                        2             0
s68e76e75c6  canon                                                                                          0             0
s575bca4513  nintendo                                      nintendo                                         2             1
s1276866adf  nest                                          nest labs                                        1             0
s2afdf2b6f4  xiaomi                                                                                         0             0
sf82b709646  roku                                          tcl                                              5             0
s0dcdfeda43  lg                                            google                                          14             0
sff44582eca  belkin                                        wemo                                             1             0
s88ba7cdefb  belkin                                        wemo                                             1             0
sd056f0fdf4  wyze                                          wyzecam                                          3             0
s29f7928b71  apple                                         bowers and wilkins                               3             0
sab6c4a0a91  lenovo                                        google                                          49             0
s3d541d49d3  amazon                                        amazon                                           3             1
s9c417a2885  amazon                                        amazon echo                                      4             0
s8afade38a2  harmon kardan                                 tasmota                                          8             0
s60814d2430  epson                                         epson                                            1             1
sfc9c1627ad  amazon                                        amazon echo                                      4             0
se0df1554bb  tivo                                          tivo                                             9             1
se46c8fb5cc  samsung                                       apc                                             12             0
s6b15bb9c91  sonos                                         canary                                           3             0
s2d1910a37c  sony                                          sony                                            16             1
s2a51efa54d  apple                                         google                                         116             0
s85941d35e5  devialet                                                                                       2             0
s8f2fda0270  canary                                        canary                                           1             1
s709b5c2205  apple                                         apple                                            8             1
sb3ff165439  sonos                                         canary                                           2             0
s0769fd2f4b  sonos                                         tasmota                                          5             0
s2e8bbd5988  sonos                                         canary                                           2             0
s6d4e1293ff  sonos                                         canary                                           4             0
s390375c4df  apple                                         google                                         101             0
sdfdb9dffb0  apple                                         apple                                           13             1
s630c0d4f14  hewlett packard                                                                                1             0
s69f1321ce9  sonos                                         tasmota                                          2             0
s4f5066eeb0  apple                                         libratone                                        2             0
s538f78dce5  nest labs                                     google. nest                                     1             0
s1f2306958c  nest labs                                     google. nest                                     1             0
s21cfc79bb7  apple                                         apc                                             36             0
sa8da34717b  apple                                         apc                                              3             0
s14b9427e4c  apple                                         google                                          73             0
s04e4cdc83c  apple                                         apc                                             26             0
s00cbe44047  belkin                                                                                         0             0
s1cada91a83  apple                                         insteon                                          4             0
s91c7ab3a3b  nintendo                                      nintendo                                         1             1
s2562f36d9e  wd                                            western digital                                  2             0
sd1a2aef542  samsung                                       samsung                                          9             1
s8aa83ae1a2  sony                                          sony                                             2             1
s5915ca1185  apple                                         google nest                                     34             0
se552f8c8f0  google                                        google                                           9             1
sb843de321b  yamaha                                        marantz                                          2             0
s680e2bea92  nest                                                                                           0             0
s85525f9b77  apple                                         apc                                             12             0
s21650fe391  nest                                                                                           0             0
s0cdecefd5d  apple                                         apple                                            3             1
s169f4da4cf  sony                                          sony                                             1             1
s7f386d6843  amazon                                        amazon                                           7             1
s96ff604cfa  wd                                            wd                                               4             1
sfcb4cb334a  google                                        google                                           6             1
sc92fb28df6  apple                                         apc                                              6             0
sa7d38868d2  apple                                                                                         14             0
s295687f96f  belkin                                        wemo                                             1             0
sd044e5534b  arcadyan                                      telekom                                          1             0
sf0bfc90b8d  amazon                                        amazon dot                                       1             0
s071916ca3c  tp-link technologies co.                                                                       0             0
sb862b554ad  logitech                                                                                       0             0
s85d42e9608  apple                                         apc                                             14             0
sac47e7e02d  lg                                                                                             0             0
s762299e5ba  google                                                                                         0             0
s929ab2038c  nest                                                                                           0             0
sd1796bc4b6  orange                                                                                         0             0
s3e37faf9da  smartthings                                                                                    0             0
s417bf1d20c  belkin                                                                                         0             0
s0fbdc74bae  lifx                                          tasmota                                          1             0
s9a113c6bf3  belkin                                                                                         0             0
s1521259085  lg                                            apc                                              1             0
s1d1a818f3d  belkin                                                                                         0             0
sa486dd9db8  google                                        apc                                              4             0
s28a94cbe6f  apple                                         apc                                             21             0
s7a1c3bb1ee  nanoleaf                                      nanoleaf                                         1             1
s7723297c30  rollease acmeda                                                                                1             0
sf523cce604  apple                                                                                          1             0
s0d72bbbcc3  apple                                         apple                                            1             1
sd67ea58a25  apple                                         google                                           6             0
s865c9532c9  westerndigital                                wd                                               1             0
s19a6a928c6  google                                        google                                           3             1
sadf5e16e00  amazon                                        vocolinc                                         4             0
s5b9c54baae  telldus                                                                                        0             0
s507bfe59e5  flo by moen                                                                                    1             0
sff261789cd  apple                                         apple                                            3             1
s18ce3de35d  apple                                         bowers and wilkins                               5             0
s652657e572  amazon                                        amazon                                           3             1
s3c5f3af847  amazon                                        amazon                                           3             1
s27302fb3d3  phillips                                      philips hue                                      1             0
s59a0336ea6  google                                                                                         0             0
s382871c961  cisco                                         cisco-linksys                                    1             0
s313e2c8439  google                                        google                                           1             1
sa2bd2e9283  nest                                          google. nest                                     1             0
s2a2a2d0b54  google                                        apc                                              1             0
s6a5bf19bf6  google                                                                                         0             0
se96e652c5b  google                                        google                                           1             1
sc3e8f22cdc  lorex                                         lorex                                            1             1
sd0cfaf0e31  google                                                                                         0             0
s4352269e68  apple                                                                                          0             0
sb818710da4  samsung                                                                                        0             0
sfc85a4cfbb  samsung                                       google                                          12             0
s5499c4e0db  kpn                                                                                            0             0
s58d00b001a  apple                                         libratone                                        1             0
seb2188ea73  google                                        apc                                              2             0
s29d6226643  google                                        apc                                              2             0
s2b769f0569  apple                                         google                                          27             0
s13c86cf4ed  apple                                         apple                                            3             1
s8756c9df20  apple                                         bowers and wilkins                              13             0
s5252c89d6c  apple                                         libratone                                        1             0
sdf8e9e03dd  nintendo                                      nintendo                                         2             1
se5809732e5  samsung                                       tasmota                                          2             0
s1517c46b53  raspberry pi foundation                                                                        0             0
sff302201b2  philips                                       philips hue                                      1             0
s9de0e17f84  lifetron                                                                                       0             0
s2f4afa7bbc  tplink                                                                                         0             0
sfbe2ebfe80  chamberlain                                                                                    0             0
s27ce9b4266  tp link                                                                                        0             0
s163eb539dd  smartlife                                                                                      0             0
sb5015011c7  flir                                          lorex                                            3             0
s2793be9168  logitec                                       harmony                                          2             0
s0c97e9dbd2  amazon                                        amazon echo                                      4             0
sf90ee3496a  sonos                                                                                          0             0
sddd59e0394  qnap                                          qnap                                             2             1
s1989d31c40  ring                                                                                           0             0
s98c38daf78  amazon                                        amazon                                           4             1
s7182f00339  ubiquity                                      ubiquiti                                         1             0
sb94aeebfe0  ubiquiti                                      ubiquiti                                         1             1
s24ac9728e5  hewlett packard                               hewlett-packard                                  1             0
sc8b5207d96  amazon                                        amazon                                          18             1
s9ad8448ea8  apple                                         google                                         102             0
s82e151af51  eero                                          eero                                             2             1
sb9e5f1f6cb  wyze                                          wyzecam                                          1             0
s1388270ed4  wyze                                          wyzecam                                          1             0
s3e828eb766  samsung                                                                                        0             0
s8828126081  sonos                                         sonos play:5                                     5             0
saf716e7929  idevices                                                                                       0             0
s94bc6839dc  sony                                          sony                                             5             1
sec5eb52373  eero                                          eero                                             2             1
s8bdce1be24  huawei technologies co. ltd                   apc                                              6             0
s8fdfcd5daf  google                                        google                                          30             1
s7b6fa30c59  google                                        google                                           6             1
s85c16f864f  google                                        google                                           8             1
seb6cc2f6b4  ecobee                                        ecobee                                           2             1
s5cc02d2a6d  google                                        google                                          15             1
seaa487b593  lutron                                        lutron                                           3             1
s5e98b3c93f  google                                        google                                           7             1
sb1822f1442  lg electoronics                               apc                                            689             0
s6c174ec653  sonos                                         sonos play:1                                    12             0
s80a52cd115  obihai                                        tasmota                                          5             0
s58bac13c4a  apple                                         apc                                             48             0
s85ad69ae7c  tivo                                          tivo                                             2             1
scd8bd7c607  tivo                                          tivo                                             7             1
s2937162813  ubiquity                                                                                       0             0
s2ccb2189a7  google nest                                   google. nest                                     1             0
s796e40f410  philips                                       philips hue                                      2             0
sb0ba380224  neato                                         neato                                            2             1
sb81cba55b6  wyzecam                                       wyzecam                                          1             1
s0c11b6a3f5  unknown                                                                                        0             0
seeadcbeec0  wyzecam                                       wyzecam                                          1             1
s0a4f1ae7f1  belkin                                                                                         0             0
saa6b2b9c5c  yamaha                                        yamaha                                           2             1
s954cefa207  amaryllo                                      amazon                                           8             0
s24fe2511e0  amazon                                        amazon                                           4             1
s32f6628aba  google                                        google                                           5             1
sef0d669854  google                                        google                                           4             1
s208d54b4b6  amazon                                        amazon                                           3             1
se07aad439b  logitech                                      harmony                                          3             0
s89215280b0  philips                                       philips                                          1             1
sd09c76376a  google                                        google                                          13             1
s7228b17c1f  google                                        google. nest                                     1             0
sb921fa0ed5  belkin                                                                                         0             0
s8a3f50a148  sonos                                         sonos play:5                                     1             0
s4e7eb5dc07  amazon                                        vocolinc                                         7             0
s4cbf9a1bf9  dyson                                                                                          0             0
s8ff48a0229  google                                        google. nest                                     1             0
s02584b1aa3  microsoft                                                                                      1             0
s13c0f102ed  ring                                          amazon ring                                      1             0
sffc152f21e  roku                                          telekom                                          2             0
s31d5a4e956  sonos                                         sonos play:5                                     1             0
