device_id    expected_vendor                               inferred_vendor                         dns_number    is_correct
-----------  --------------------------------------------  ------------------------------------  ------------  ------------
s3040e04002  amazon                                        amazon                                           4             1
s0677295198  hp                                                                                             0             0
s979b0cd600  amazon                                        amazon                                           4             1
scfe9ff3770  chamberlain                                                                                    0             0
s47de98a295  roku                                          tcl                                              4             0
s92779e83fe  apple                                         google                                          19             0
s55c470d8a1  belkin                                                                                         0             0
safdceabc27  apple                                                                                          1             0
s62030eb57a  chamberlain                                                                                    0             0
sc40ff3edf2  cisco-linksys                                                                                  1             0
s293ea7fd39  belkin                                                                                         1             0
s8d995cc542  apple                                         google                                           4             0
se376b2b381  apple                                         libratone                                        1             0
sfcebccdf74  honeywell                                     honeywell                                        1             1
sd239ec6023  apple                                         libratone                                        1             0
s11e9cc5802  libratone                                                                                      0             0
s4ffa4f880b  lenovo                                        google                                          24             0
s90bac0d1b1  google                                        teckin                                           1             0
see01155526  libratone                                                                                      0             0
s58c4065e31  google                                        teckin                                           1             0
sa1a3b4a515                                                apc                                             14             0
s2dbfa6726a  lg                                            lg                                               4             1
s531a901150  brother                                                                                        0             0
sbbe7c56f69  wyze                                          wyzelabs                                         3             0
scbfe8efb80  samsung                                       smartthings                                      1             0
s73d38552b6  raspberry pi                                  smartthings                                      2             0
s694c40c0fc  envisacor                                     envisalink                                       1             0
s5f5c922596  google                                        apc                                              2             0
s69da287ad6  nest                                          google. nest                                     1             0
sf2b21461c6  google                                        google                                           7             1
sf3d9171e02  google                                        apc                                              3             0
s7718ae8dd2  nest                                          google. nest                                     1             0
s822824a272  roku                                          apc                                             16             0
sa7fb4f79ee  apple                                                                                          1             0
s9d468bd6a4  canon                                                                                          0             0
se69a10b020  amazon                                        amazon                                           6             1
sd0e0eb164b  amazon                                        amazon                                          23             1
s17671c5716  honeywell                                     honeywell                                        1             1
s451b403f8e  apple                                                                                          2             0
s9fef8f80a0  amazon                                        google nest                                      2             0
s6ecefc10b9  logitech                                      harmony                                          2             0
sc9bcf26507  particle                                                                                       0             0
s5f61a2c36c  particle                                                                                       0             0
s0b6914297c  amazon echo                                   vocolinc                                         2             0
sef72f996f8  raspberry pi                                                                                   0             0
s6fa0afc28a  tplink                                                                                         0             0
sc675add806  amazon                                        vocolinc                                         2             0
s5c58cc7a6b  samsung                                       telekom                                          2             0
s5d3e9700d6  lg electoronics                               vocolinc                                        10             0
sca2412e9f1  xiaomi                                        xiaomi                                           2             1
se1cde6c338  xiaomi                                        apc                                            147             0
s53a1866df5  sonoff                                        sonoff                                           1             1
s4f95ba61c5  yeelight                                                                                       0             0
s600a5a6c75  yeelight                                                                                       0             0
sfc65534e6e  apple                                         google                                         341             0
sdaea4cffd0  apple                                         apc                                             35             0
s111e66bc4b  apple                                                                                          0             0
sa2f181f9a9  amazon                                        amazon                                           6             1
sf17a8d20aa  apple                                         google                                         176             0
s90a7831e48  carrier                                                                                        2             0
sa6a368f608  apple                                         tp-link                                         35             0
s650d09bd8a  amazon                                        amazon                                           6             1
s43ff45b64c  amazon                                        vocolinc                                         9             0
s5f1c333240  ring                                          ring                                             2             1
s603d5b96de  lg                                            lg                                               5             1
sa1e1f9d708  belkin wemo                                                                                    0             0
sd1ff1cdc57  sony                                          sony                                            15             1
s2504ce78b0  amazon                                        amazon                                          10             1
sb71b983bf0  samsung                                       samsung                                         30             1
scd47782fbc  amazon                                        amazon                                          16             1
s088a528f27  samsung                                       samsung                                         42             1
s69d10dbfb6  epson                                                                                          0             0
s34fa2d2437  apple                                         google                                          47             0
s6f903f379c  amazon                                        amazon                                          13             1
s58cbf9d682  phillips                                      phillips                                         4             1
sb96dfea711  nest                                          google nest                                      2             0
sf50e7c1cba  amazon                                        amazon echo                                      4             0
sc7e6c4b36e  amazon                                        amazon echo                                     32             0
s12dd469f26  epson                                                                                          0             0
s510c085709  microsoft                                     microsoft                                        1             1
saa7cf3d8c6  neato                                         neato                                            2             1
s34d5fa043d  nest                                          google. nest                                     1             0
se386c8df7c  sunlighten                                    tasmota                                          7             0
sad95c14d8b  amazon                                        telekom                                          1             0
s3ebe5f49eb  belkin                                                                                         0             0
s2e7205fc7c  ecobee                                                                                         0             0
s8083ce0980  broadlink                                                                                      0             0
s58158a1927  startech                                      vocolinc                                         6             0
s9ef295c1b0  vizio                                         google                                           6             0
s716303a1be  sony                                                                                           0             0
s63491e2008  logitech                                                                                       0             0
scc4569285f  phillips                                                                                       0             0
s7cb5f3fd8d  denon                                         denon                                            2             1
sc1875f7a3b  leviton                                       vocolinc                                         2             0
s6f38a6370f  belkin wemo                                   wemo                                             1             0
sd2f693d233  samsung                                       tasmota                                          2             0
s52f9ea1c79  google                                        google                                           3             1
sb0d01c3db4  google                                        google                                           7             1
s345145eb65  belkin wemo                                   google                                           4             0
sebb24940a1  google nest                                   google nest                                      2             1
scf91acb572  apple                                                                                          0             0
s9c840b496c  tivo                                          tivo                                             1             1
s86c6c107ea  cisco-linksys                                 cisco-linksys                                    3             1
s97291c967b  nintendo                                      nintendo                                         2             1
s4851d77c5d  hewlet-packard                                hewlett-packard                                  1             0
s4ba6e50541  tivo                                          tivo                                             3             1
s84b7dbea16  google                                        google                                           3             1
s7a72ed6257  tivo                                          tivo                                             2             1
s0974420dd0  google                                        google                                          11             1
sef805a1fe6  apple                                         apple                                            8             1
sb779a79b71  google                                        google                                           3             1
sc0311aeb54  roku                                          tcl                                              3             0
s22aebbbede  lennox                                        lennox                                           1             1
s4829813ff7  ott                                           apc                                              4             0
s57e62ecde8  tp link                                       tasmota                                          2             0
s22867c24d1  tp link                                                                                        0             0
s5ff716221d  tp link                                       tasmota                                          2             0
sab9b7ff44d  tp link                                       tasmota                                          2             0
sa7b403608e  irobot                                        vocolinc                                         1             0
sa06729917d  tp link                                       tasmota                                          2             0
s2ef0a41c07  google                                        google                                           3             1
s1aaa2f265f  tp link                                       tplink kasa                                      1             0
s9c467f46b2  google                                        google                                           3             1
s9003e3ccaa  tp link                                                                                        0             0
s508bf3e695  google                                        google                                           3             1
sace7d282c3  tp-link                                                                                        0             0
s2eaa68571b  apple                                         libratone                                        1             0
sfdaececea9  nest                                          google. nest                                     1             0
sbc62429d64  tp link                                       tasmota                                          2             0
s41363c8150  google                                        apc                                              4             0
se07223c46b  amazon                                        amazon fire tv                                   1             0
s69d5a4ce7d  amazon                                        vocolinc                                         3             0
s037a1f22a1  honeywell                                     honeywell                                        2             1
sc5f3d1537d  dell                                          microsoft                                        3             0
saa5c08ff17  greenway                                                                                       1             0
s7b1afcb584  vm                                            plex                                            19             0
sdd70496c72  hp                                            hewlett-packard                                  1             0
s534a169587  ms                                            google                                          13             0
s27c49eaf6b  vizio                                         vizio                                            6             1
s3cc8ca82cf  ms                                            plex                                             7             0
s5a9b4a5505  amcrest                                                                                        0             0
s90c9055a9d  roku                                          tcl                                              6             0
s7d435c0584  roku                                          tcl                                              4             0
s58e2210f6e  ?                                                                                              1             0
sa916d066f2  d-lin                                         d-link                                           2             0
s4c010041c5  d-link                                                                                         0             0
s68153f6513  amazon ring                                   piper                                            2             0
sf417b61e8b  amazon echo                                   amazon                                           4             0
s4cf842f1e1  belkin wemo                                                                                    0             0
se2946e4e7c  d-link                                        d-link                                           1             1
s7ada40452c  d-link                                                                                         0             0
s9cbeecfdf4  d-link                                                                                         0             0
sc6fec4b00a  eco                                                                                            0             0
s3aa8d41dae  tp link                                                                                        0             0
s8712b24983  obihai                                        apc                                              4             0
sf455b48688  honeywell                                     honeywell                                        1             1
s3210fc8782  shenzhen                                      apc                                              4             0
s8cfbb9c831  zmodo                                         zmodo                                            1             1
s1dd69a7efe  honeywell                                     honeywell                                        2             1
s91cfbf2eef  arris                                                                                          0             0
s91c6bdee58  apple                                                                                          0             0
s482e0d141e  apple                                         libratone                                        2             0
s3cf627c69f  ubiquiti                                      apc                                              5             0
s3e5d35a8be  apple                                         amazon                                          16             0
s844d00c1c9  google                                        apc                                              5             0
s5a35fa00be  reolink                                                                                        0             0
s2dd6af5163  ubiquiti                                                                                       0             0
sfd84d51605  amazon                                        amazon                                           4             1
s50704f6760  chaimberlain                                                                                   0             0
s0711bf99ae  sonos                                                                                          0             0
s988e770e3f  sonos                                         teufel                                           1             0
s5faeae6089  apple                                         bowers and wilkins                               5             0
s882b014905  sonos                                         amazon fire tv                                   1             0
se3d49f26cb  sonos                                                                                          0             0
s674501b312  sonos                                                                                          0             0
s4263b7e4ee  sonos                                         sonos                                            2             1
sa9197e12cb  siemens                                       siemens                                          1             1
s0fe35261a2  amazon                                        amazon                                           4             1
sf88f7ae059  intel                                                                                          0             0
scb147149b6  ubiquiti                                                                                       0             0
sace670a00f  sonos                                         sonos                                            3             1
s2bf84bb039  sengled                                                                                        0             0
s7b3cae2904  sengled                                                                                        0             0
s666d415b4f  ez vpn inc.                                                                                    0             0
sc3466f5d5c  ubiquiti                                      ubiquiti                                         1             1
sa3b062c4bb  sonos                                         sonos play:5                                     1             0
sbee665616f  ubiquiti                                      tasmota                                          1             0
s4676b15054  sonos                                                                                          0             0
s42b78caf5f  amazon                                        amazon echo                                      4             0
scedd4ca70e  apple                                         raspberry pi foundation                          2             0
s35236c182b  google                                        apc                                             26             0
s776a2d0d0e  google                                        apc                                              2             0
sad8c623b53  google                                        google                                           3             1
s5f39610b95  google                                        apc                                              6             0
sa661f66d64  google                                        google                                           4             1
s93c10a2739  pentair                                                                                        1             0
sd16f27e022  apple                                         google                                         112             0
s217a732def  apple                                         apple                                            6             1
s5b8fea59c4  magic home                                    magic hue                                        1             0
s06fb7cf90e  phillips                                                                                       0             0
s2dae7e88e5  smart life                                                                                     0             0
s79ba1cb152  apple                                         apc                                              6             0
s36b430a563  universal devices                             universal devices                                2             1
sec4136e5b6  ring                                          amazon ring                                      2             0
s47a3201a8c  lenovo                                        google                                           6             0
sd098eebc39  obihai                                        tasmota                                          3             0
sf6a24b4d24  sonos                                                                                          0             0
sadee15f1f8  ubiquity                                      tasmota                                          1             0
s4a0834f51a  xiaomi                                        xiaomi                                          14             1
s22dda6ecae  oneplus                                       apc                                             18             0
sff85c7bf2a  lenovo                                        google                                           4             0
s9e770f7e1e  huawei                                                                                         0             0
s718e2a64a3  google                                        apc                                              2             0
s0d653dfcad  apple                                         libratone                                        1             0
se257a69c03  amazon                                                                                         0             0
sc28931aa78  sagecom                                                                                        0             0
sb3dec09f38  asus                                          tasmota                                          3             0
s2842be950b  mitrastar                                                                                      0             0
sf4dfb606cc  google                                        google                                           5             1
s8b3c14b67b  nest                                          google. nest                                     1             0
s1dc2eaf68d  google                                        apc                                              3             0
sa240229a07  sonos                                         sonos play:5                                     1             0
se72a657b58  sonos                                                                                          0             0
s3d1a3535bd  netgear                                                                                        0             0
s2edb36ee8a  microsoft                                     microsoft                                        3             1
sd4167f7374  samsung                                                                                        2             0
se994204d85  apple                                         vocolinc                                         9             0
s4420efe19b  apple                                         google                                          12             0
s7e2ae2ec95  asus                                          apc                                             11             0
sc9040f037f  philips                                       philips hue                                      2             0
sfe2a83967e  xiaomi                                        xiamoi                                           1             0
sbf351b0c08  xiaomi                                                                                         0             0
sdaf8f906db  google                                        google                                           9             1
se0dea0c3e3  xiaomi                                                                                         0             0
sc5f444b760  amazon                                        amazon                                           9             1
s67f6c42bc5  amazon                                        amazon                                           7             1
s59fd362562  amazon                                        amazon                                           4             1
sce42df2a6f  amazon                                        amazon fire tv                                   6             0
s2a0e73fb21  ikea                                                                                           0             0
s2ed4bdf1d6  sonoff                                                                                         0             0
sc6cd1db8c5  xiamoi                                                                                         0             0
s691cd220f3  xiaomi                                                                                         0             0
sd1ec71382e  raspberrypi                                                                                    0             0
s798ec93fe8  netgear                                       netgear                                          1             1
s8737809776  epson                                                                                          0             0
s1fd4132f5a  philips                                       philips hue                                      2             0
s167d02240b  plex                                          apc                                             60             0
s8d46b33a39  apple                                         libratone                                        1             0
s6a6ed5db8d  dyson                                                                                          0             0
s16936f3107  grandstream                                   apc                                              2             0
s23c56576ec  qnap                                          qnap                                            35             1
sde6de06fcf  google                                        apc                                              1             0
s33eff1bb7b  cm101s                                                                                         5             0
s811ba45c1b  smart360                                                                                       0             0
sdbdcba8b14  sony                                          sony                                            13             1
s6b2fb573c4  google                                        apc                                              2             0
s8bb636a381  belkin                                                                                         0             0
s4149f9785d  google nest                                                                                    0             0
s73b8250e40  tcl                                                                                            0             0
sd218a32ef8  google                                        google                                           3             1
sa89b55aafb  apple                                         apple                                            9             1
s73fefb1f90  shenzen                                       google                                           7             0
s55090a2f83  huawei technologies co. ltd                   google                                          16             0
sc12635b79d  xiaomi                                                                                         0             0
s341c569bde  google                                        google                                          14             1
sed5d9e7166  apple                                         apc                                              9             0
saad5277c61  belkin                                        wemo                                             1             0
s0ea0656abe  nest                                                                                           0             0
s8c860b63b5  august                                        august                                           1             1
s2943a23cdd  nest                                          google. nest                                     1             0
s2a742c69cf  august                                        august                                           1             1
s8c7628ce37  apple                                         libratone                                        3             0
se5254d7972  apple                                         libratone                                        1             0
s420a4257a2  tesla                                         tesla                                           22             1
s484112a382  tcl                                           tcl                                              1             1
s3bf20983de  amazon                                        amazon fire tv                                  12             0
sf30076414e  logitech                                      harmony                                          2             0
sd82617f26c  google                                        google                                           9             1
s71f761f5d7  amazon                                        amazon                                          29             1
s7950dac079  tcl                                           tcl                                              6             1
s276ffed1df  amazon                                        amazon                                          15             1
sc7c0092e16  google                                        google                                          11             1
sb41f6000eb  amazon                                        tasmota                                         31             0
s90f96245bc  google                                        google                                           5             1
se7023d3fe3  google                                        google                                           3             1
s94b84546fc  meross                                                                                         0             0
sd929dc2a86  google                                        google                                           3             1
s84b9da5234  sony                                          sony                                             4             1
s361e2323de  amazon                                        amazon                                           8             1
s5faa8ff439  wyze                                          wyzecam                                          1             0
sa90a4a7fab  roku                                          sharp                                            8             0
sc03b996376  hangzhou                                      zmodo                                            1             0
sdb82731d9b  hangzhou                                      zmodo                                            1             0
s548120536b  magicjack                                                                                      0             0
s34e134209e  onkyo                                         apc                                              2             0
sd51e66ac5c  roku                                          tcl                                              7             0
s7bca016d75  apple                                         libratone                                        1             0
s589068cf19  apple                                         apc                                             20             0
s1945744cdd  google                                        google                                           6             1
sf6df73acf0  brennan                                                                                        0             0
s563fa1102a  d-link                                        ambient weather                                 10             0
s3c5122e2a1  obihai                                        apc                                              2             0
sbb5fd29886  msi                                           microsoft                                        5             0
s55b6a4c34d  apple                                         bowers and wilkins                               4             0
s2a3b53bccb  samsung                                       google                                           5             0
s3ae4c99135  amazon                                        vocolinc                                         3             0
s0f2d1dc3c9  amazon                                        telekom                                          1             0
sc3b504f641  amazon                                        amazon dot                                       1             0
sfb8ff5f541  raspberry pi foundation                                                                        0             0
sa6ade367c2  apple                                         apc                                             31             0
sf04bf6634c  apple                                         apc                                             12             0
sc6ba6c7a2e  amazon                                        amazon                                           5             1
sf7bedf1473  raspberry pi foundation                                                                        0             0
sf10c9655a0  samsung                                       samsung                                         14             1
s4f75294904  rock64                                        apple                                            2             0
s431382aded  amazon                                        amazon                                           4             1
s3c3ef4952a  ti                                                                                             0             0
s146e20999c  phillips                                      philips hue                                      2             0
s1556466e46  amazon                                        amazon fire tv                                   1             0
s5bdd5554ce  apple                                         apc                                             32             0
sf4090947c3  apple                                         apc                                             86             0
sb26953c90d  apple                                         bowers and wilkins                               4             0
sc760c51d91  yeelight                                                                                       0             0
s6b31aa9535  yeelight                                                                                       0             0
s18c2d5aa96  yeelight                                                                                       0             0
saa7a7eedae  apple                                         apc                                             16             0
s32c46520e5  apple                                         libratone                                        5             0
s46a106b429  apple                                         google                                          24             0
sb2171f72d4  apple                                         libratone                                        1             0
s395badf56e  chaimberlain                                                                                   0             0
s08377c77d1  phillips                                      philips                                          1             0
sf26cbfe63a  d-link                                                                                         0             0
sa9d19fea65  nucleus                                       amazon fire tv                                   2             0
s6f324e19d2  tesla                                         tesla                                            4             1
sbb4c829e24  apple                                         google                                           8             0
s2de4c7f33e  alertme                                       vocolinc                                         1             0
s0ed9ebf264  virgin media                                                                                   0             0
s8abdc059cc  hp                                                                                             0             0
sd4b7c404c4  hive                                          hive                                            16             1
s286a5f488d  roku                                          tcl                                              3             0
s25318692e5  vera                                          vera                                             7             1
s78f1df309a  motorola                                                                                       1             0
sd2e32efccb  google nest                                   google. nest                                     1             0
sec41ae23ca  google nest                                   google. nest                                     1             0
sf5649190f4  amazon                                        amazon                                          10             1
s2d14a566f6  samsung                                       samsung                                         49             1
sc8e01ebb27  ikea                                                                                           0             0
sa244c1c753  nintendo                                      nintendo                                         3             1
s544044ef02  netgear                                       arlo                                             3             0
s794f5a325f  sonos beam                                    sonos play:5                                     2             0
s8a180232f3  apple                                         google                                          48             0
s3a393228e5  weather flow                                  tasmota                                          2             0
se70c2d636c  rain machine                                  tasmota                                          2             0
s9468c02621  ubiquiti                                      ubiqity                                          9             0
se9e48b1246  eyes on                                       envisalink                                       1             0
s863ff3846f  apple                                         google                                         120             0
s6449734c2b  tp link                                       ambient weather                                  6             0
sbf31385ca0  samsung                                       samsung                                         37             1
sd380a278fb  raspberrypi                                   plex                                             1             0
s80eab6bd53  phillips                                      phillips                                         6             1
s0344907125  tado                                          tado                                             1             1
sd865d16411  sony                                          sony                                             5             1
s13da217ede  logitech                                      harmony                                          2             0
