device_id    expected_vendor                               inferred_vendor          device_oui                                                         is_correct
s8439f134c7  chaimberlain                                  chamberlain              The Chamberlain Group, Inc                                                  0
s28f93e766e  samsung                                       samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         1
s58b1863584  sleep number                                  sleep number             Select Comfort                                                              1
sed29fc4e0f  microsoft                                     microsoft                Microsoft Corporation                                                       1
sfe2368ac15  ali                                                                                                                                                0
s26fce5c7b3  ali                                                                                                                                                0
scddd947d0f  ali                                                                                                                                                0
s9b290a0546  hk                                            hikvision                Hangzhou Hikvision Digital Technology Co.,Ltd.                              0
sb23b0fcaf3  xiaomi                                        xiaomi                   Beijing Xiaomi Electronics Co., Ltd.                                        1
se28c0385d7  hp                                            hp                       PEGATRON CORPORATION                                                        1
s6ea8c44de4  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
s55f0ce25df  vonage                                        sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
s36aedf55b9  insignia                                      insignia                 StreamUnlimited Engineering GmbH                                            1
s497d09c55b  ring                                          ring                     Universal Global Scientific Industrial Co., Ltd.                            1
s6ebaee4103  wyze                                          wyze                     IEEE Registration Authority                                                 1
s9bed3e410e  wyze                                          wyze                     IEEE Registration Authority                                                 1
s51876e9194  smasumg                                       samsung                  Samsung Electronics Co.,Ltd                                                 0
s82f00d17c8  philips                                       philips                  Philips Lighting BV                                                         1
s135acb63cc  hp                                            hp                       Hewlett Packard                                                             1
s330fe208fb  nest                                          nest                     Nest Labs Inc.                                                              1
se1dc0eee67  sonos                                         sonos                    Sonos, Inc.                                                                 1
s4b53a36c17  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
s0996b71bbf  philips                                       philips                  Philips Lighting BV                                                         1
sd509997e26  dlink                                                                                                                                              0
s8d6e9e5ebf  apple                                                                                                                                              0
seccc11ec07  fing                                          wyze                     IEEE Registration Authority                                                 0
sae35423c5f  apple                                                                                                                                              0
s3040e04002  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s0677295198  hp                                            hp                       Hewlett Packard                                                             1
s979b0cd600  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
scfe9ff3770  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
s47de98a295  roku                                          roku                     Roku, Inc                                                                   1
s92779e83fe  apple                                         apple                    Apple, Inc.                                                                 1
s55c470d8a1  belkin                                        belkin                   TELEBIT COMMUNICATIONS APS                                                  1
safdceabc27  apple                                         apple                    Apple, Inc.                                                                 1
s62030eb57a  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
sc40ff3edf2  cisco-linksys                                 belkin                   Belkin International Inc.                                                   0
s293ea7fd39  belkin                                        belkin                   Belkin International Inc.                                                   1
s8d995cc542  apple                                         apple                    Apple, Inc.                                                                 1
se376b2b381  apple                                         apple                    Apple, Inc.                                                                 1
sfcebccdf74  honeywell                                     honeywell                ADEMCO                                                                      1
sd239ec6023  apple                                                                                                                                              0
s11e9cc5802  libratone                                     libratone                Libratone A/S                                                               1
s4ffa4f880b  lenovo                                        lenovo                   Intel Corporate                                                             1
s90bac0d1b1  google                                        sonoff                   Espressif Inc.                                                              0
see01155526  libratone                                     libratone                Libratone A/S                                                               1
s58c4065e31  google                                        sonoff                   Espressif Inc.                                                              0
sa1a3b4a515                                                lenovo                   Intel Corporate                                                             0
s2dbfa6726a  lg                                                                                                                                                 0
s531a901150  brother                                       sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
sbbe7c56f69  wyze                                          wyze                     IEEE Registration Authority                                                 1
scbfe8efb80  samsung                                       samsung                  SmartThings, Inc.                                                           1
s73d38552b6  raspberry pi                                  raspberry pi             Raspberry Pi Foundation                                                     1
s694c40c0fc  envisacor                                     envisalink               Envisacor Technologies Inc.                                                 0
s5f5c922596  google                                        google                   Google, Inc.                                                                1
s69da287ad6  nest                                          nest                     Nest Labs Inc.                                                              1
sf2b21461c6  google                                                                                                                                             0
sf3d9171e02  google                                        google                   Google, Inc.                                                                1
s7718ae8dd2  nest                                          nest                     Nest Labs Inc.                                                              1
s822824a272  roku                                                                                                                                               0
sa7fb4f79ee  apple                                         apple                    Apple, Inc.                                                                 1
s9d468bd6a4  canon                                         canon                    CANON INC.                                                                  1
se69a10b020  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sd0e0eb164b  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s17671c5716  honeywell                                     honeywell                ADEMCO                                                                      1
s451b403f8e  apple                                         apple                    Apple, Inc.                                                                 1
s9fef8f80a0  amazon                                        nest                     Nest Labs Inc.                                                              0
s6ecefc10b9  logitech                                      logitech                 Slim Devices, Inc.                                                          1
sc9bcf26507  particle                                      ring                     Universal Global Scientific Industrial Co., Ltd.                            0
s5f61a2c36c  particle                                      ring                     Universal Global Scientific Industrial Co., Ltd.                            0
s0b6914297c  amazon echo                                                                                                                                        0
sef72f996f8  raspberry pi                                  raspberry pi             Raspberry Pi Foundation                                                     1
s6fa0afc28a  tplink                                        tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
sc675add806  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s5c58cc7a6b  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s5d3e9700d6  lg electoronics                                                                                                                                    0
sca2412e9f1  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
se1cde6c338  xiaomi                                                                                                                                             0
s53a1866df5  sonoff                                        sonoff                   Espressif Inc.                                                              1
s4f95ba61c5  yeelight                                      xiaomi                   XIAOMI Electronics,CO.,LTD                                                  0
s600a5a6c75  yeelight                                      xiaomi                   XIAOMI Electronics,CO.,LTD                                                  0
sfc65534e6e  apple                                         apple                    Apple, Inc.                                                                 1
sdaea4cffd0  apple                                         apple                    Apple, Inc.                                                                 1
s111e66bc4b  apple                                         apple                    Apple, Inc.                                                                 1
sa2f181f9a9  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sf17a8d20aa  apple                                         apple                    Apple, Inc.                                                                 1
s90a7831e48  carrier                                       tesla                    Redpine Signals, Inc.                                                       0
sa6a368f608  apple                                         apple                    Apple, Inc.                                                                 1
s650d09bd8a  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s43ff45b64c  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s5f1c333240  ring                                          lennox                   GainSpan Corp.                                                              0
s603d5b96de  lg                                            lg                       LG Innotek                                                                  1
sa1e1f9d708  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
sd1ff1cdc57  sony                                          google                   AzureWave Technology Inc.                                                   0
s2504ce78b0  amazon                                                                                                                                             0
sb71b983bf0  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
scd47782fbc  amazon                                                                                                                                             0
s088a528f27  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s69d10dbfb6  epson                                         epson                    Seiko Epson Corporation                                                     1
s34fa2d2437  apple                                         apple                    Apple, Inc.                                                                 1
s6f903f379c  amazon                                                                                                                                             0
s58cbf9d682  phillips                                      philips                  Philips Lighting BV                                                         0
sb96dfea711  nest                                          nest                     Nest Labs Inc.                                                              1
sf50e7c1cba  amazon                                                                                                                                             0
sc7e6c4b36e  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s12dd469f26  epson                                         epson                    Seiko Epson Corporation                                                     1
s510c085709  microsoft                                     microsoft                Microsoft Corporation                                                       1
saa7cf3d8c6  neato                                         ring                     Texas Instruments                                                           0
s34d5fa043d  nest                                          nest                     Nest Labs Inc.                                                              1
se386c8df7c  sunlighten                                    foscam                   AMPAK Technology, Inc.                                                      0
sad95c14d8b  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s3ebe5f49eb  belkin                                        belkin                   Belkin International Inc.                                                   1
s2e7205fc7c  ecobee                                        ecobee                   ecobee inc                                                                  1
s8083ce0980  broadlink                                     broadlink                HangZhou Gubei Electronics Technology Co.,Ltd                               1
s58158a1927  startech                                                                                                                                           0
s9ef295c1b0  vizio                                         vizio                    Vizio, Inc                                                                  1
s716303a1be  sony                                          sony                     Hon Hai Precision Ind. Co.,Ltd.                                             1
s63491e2008  logitech                                      logitech                 Logitech                                                                    1
scc4569285f  phillips                                      philips                  Philips Lighting BV                                                         0
s7cb5f3fd8d  denon                                         denon                    D&M Holdings Inc.                                                           1
sc1875f7a3b  leviton                                       leviton                  Leviton Manufacturing Co., Inc.                                             1
s6f38a6370f  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
sd2f693d233  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s52f9ea1c79  google                                        google                   Google, Inc.                                                                1
sb0d01c3db4  google                                                                                                                                             0
s345145eb65  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
sebb24940a1  google nest                                   nest                     Nest Labs Inc.                                                              0
scf91acb572  apple                                         apple                    Apple, Inc.                                                                 1
s9c840b496c  tivo                                          tivo                     TiVo                                                                        1
s86c6c107ea  cisco-linksys                                 linksys                  Cisco-Linksys, LLC                                                          0
s97291c967b  nintendo                                                                                                                                           0
s4851d77c5d  hewlet-packard                                hp                       Hewlett Packard                                                             0
s4ba6e50541  tivo                                          tivo                     TiVo                                                                        1
s84b7dbea16  google                                        google                   Google, Inc.                                                                1
s7a72ed6257  tivo                                          tivo                     TiVo                                                                        1
s0974420dd0  google                                        google                   Salcomp (Shenzhen) CO., LTD.                                                1
sef805a1fe6  apple                                         apple                    Apple, Inc.                                                                 1
sb779a79b71  google                                        google                   Google, Inc.                                                                1
sc0311aeb54  roku                                          roku                     Roku, Inc                                                                   1
s22aebbbede  lennox                                        lennox                   GainSpan Corp.                                                              1
s4829813ff7  ott                                           hubitat                  Shenzhen Shiningworth Technology Co., Ltd.                                  0
s57e62ecde8  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s22867c24d1  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s5ff716221d  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
sab9b7ff44d  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
sa7b403608e  irobot                                        google                   AzureWave Technology Inc.                                                   0
sa06729917d  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s2ef0a41c07  google                                        google                   Google, Inc.                                                                1
s1aaa2f265f  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s9c467f46b2  google                                        google                   Google, Inc.                                                                1
s9003e3ccaa  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s508bf3e695  google                                        google                   Google, Inc.                                                                1
sace7d282c3  tp-link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               1
s2eaa68571b  apple                                         apple                    Apple, Inc.                                                                 1
sfdaececea9  nest                                          nest                     Nest Labs Inc.                                                              1
sbc62429d64  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s41363c8150  google                                        google                   Google, Inc.                                                                1
se07223c46b  amazon                                                                                                                                             0
s69d5a4ce7d  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s037a1f22a1  honeywell                                     honeywell                ADEMCO                                                                      1
sc5f3d1537d  dell                                          dell                     Dell Inc.                                                                   1
saa5c08ff17  greenway                                                               GreenWave Reality Inc                                                       0
s7b1afcb584  vm                                            microsoft                Microsoft Corporation                                                       0
sdd70496c72  hp                                            hp                       Hewlett Packard                                                             1
s534a169587  ms                                            microsoft                Microsoft Corporation                                                       0
s27c49eaf6b  vizio                                         vizio                    Vizio, Inc                                                                  1
s3cc8ca82cf  ms                                            microsoft                Microsoft Corporation                                                       0
s5a9b4a5505  amcrest                                       amcrest                  Amcrest Technologies                                                        1
s90c9055a9d  roku                                                                                                                                               0
s7d435c0584  roku                                          roku                     Roku, Inc.                                                                  1
s58e2210f6e  ?                                             foscam                   AMPAK Technology, Inc.                                                      0
sa916d066f2  d-lin                                                                                                                                              0
s4c010041c5  d-link                                        d-link                   D-Link International                                                        1
s68153f6513  amazon ring                                   piper                    TAIYO YUDEN CO.,LTD                                                         0
sf417b61e8b  amazon echo                                   amazon                   Amazon Technologies Inc.                                                    0
s4cf842f1e1  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
se2946e4e7c  d-link                                        d-link                   D-Link International                                                        1
s7ada40452c  d-link                                        d-link                   D-Link International                                                        1
s9cbeecfdf4  d-link                                        d-link                   D-Link International                                                        1
sc6fec4b00a  eco                                           wemo                     ECO PLUGS ENTERPRISE CO., LTD                                               0
s3aa8d41dae  tp link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               0
s8712b24983  obihai                                        obihai                   Obihai Technology, Inc.                                                     1
sf455b48688  honeywell                                     honeywell                ADEMCO                                                                      1
s3210fc8782  shenzhen                                      oneplus                  OnePlus Technology (Shenzhen) Co., Ltd                                      0
s8cfbb9c831  zmodo                                         zmodo                    SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.                                        1
s1dd69a7efe  honeywell                                     honeywell                ADEMCO                                                                      1
s91cfbf2eef  arris                                         apple                    Apple, Inc.                                                                 0
s91c6bdee58  apple                                         apple                    Apple, Inc.                                                                 1
s482e0d141e  apple                                         apple                    Apple, Inc.                                                                 1
s3cf627c69f  ubiquiti                                      ubiquiti                 Ubiquiti Networks Inc.                                                      1
s3e5d35a8be  apple                                         apple                    Apple, Inc.                                                                 1
s844d00c1c9  google                                        google                   AzureWave Technology Inc.                                                   1
s5a35fa00be  reolink                                       reolink                  Shenzhen Baichuan Digital Technology Co., Ltd.                              1
s2dd6af5163  ubiquiti                                                                                                                                           0
sfd84d51605  amazon                                                                                                                                             0
s50704f6760  chaimberlain                                  chamberlain              The Chamberlain Group, Inc                                                  0
s0711bf99ae  sonos                                         sonos                    Sonos, Inc.                                                                 1
s988e770e3f  sonos                                         sonos                    Sonos, Inc.                                                                 1
s5faeae6089  apple                                         apple                    Apple, Inc.                                                                 1
s882b014905  sonos                                         sonos                    Sonos, Inc.                                                                 1
se3d49f26cb  sonos                                         sonos                    Sonos, Inc.                                                                 1
s674501b312  sonos                                         sonos                    Sonos, Inc.                                                                 1
s4263b7e4ee  sonos                                         sonos                    Sonos, Inc.                                                                 1
sa9197e12cb  siemens                                       siemens                  Gigaset Communications GmbH                                                 1
s0fe35261a2  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sf88f7ae059  intel                                         intel                    Elitegroup Computer Systems Co.,Ltd.                                        1
scb147149b6  ubiquiti                                                                                                                                           0
sace670a00f  sonos                                         sonos                    Sonos, Inc.                                                                 1
s2bf84bb039  sengled                                       sengled                  Zhejiang shenghui lighting co.,Ltd                                          1
s7b3cae2904  sengled                                       sengled                  Zhejiang shenghui lighting co.,Ltd                                          1
s666d415b4f  ez vpn inc.                                   wyze                     IEEE Registration Authority                                                 0
sc3466f5d5c  ubiquiti                                      ubiquiti                 Ubiquiti Networks Inc.                                                      1
sa3b062c4bb  sonos                                         sonos                    Sonos, Inc.                                                                 1
sbee665616f  ubiquiti                                      ubiquiti                 Ubiquiti Networks Inc.                                                      1
s4676b15054  sonos                                         sonos                    Sonos, Inc.                                                                 1
s42b78caf5f  amazon                                                                                                                                             0
scedd4ca70e  apple                                         apple                    Apple, Inc.                                                                 1
s35236c182b  google                                        lg                       LG Electronics (Mobile Communications)                                      0
s776a2d0d0e  google                                        google                   Google, Inc.                                                                1
sad8c623b53  google                                        google                   Google, Inc.                                                                1
s5f39610b95  google                                        google                   AzureWave Technology Inc.                                                   1
sa661f66d64  google                                                                                                                                             0
s93c10a2739  pentair                                       belkin                   TELEBIT COMMUNICATIONS APS                                                  0
sd16f27e022  apple                                         apple                    Apple, Inc.                                                                 1
s217a732def  apple                                         apple                    Apple, Inc.                                                                 1
s5b8fea59c4  magic home                                    sonoff                   Espressif Inc.                                                              0
s06fb7cf90e  phillips                                      philips                  Philips Lighting BV                                                         0
s2dae7e88e5  smart life                                    sonoff                   Espressif Inc.                                                              0
s79ba1cb152  apple                                         apple                    Apple, Inc.                                                                 1
s36b430a563  universal devices                             universal devices        Universal Devices Inc.                                                      1
sec4136e5b6  ring                                          ring                     Texas Instruments                                                           1
s47a3201a8c  lenovo                                                                                                                                             0
sd098eebc39  obihai                                        obihai                   Obihai Technology, Inc.                                                     1
sf6a24b4d24  sonos                                         sonos                    Sonos, Inc.                                                                 1
sadee15f1f8  ubiquity                                      ubiquiti                 Ubiquiti Networks Inc.                                                      0
s4a0834f51a  xiaomi                                        xiaomi                   Xiaomi Communications Co Ltd                                                1
s22dda6ecae  oneplus                                       oneplus                  OnePlus Technology (Shenzhen) Co., Ltd                                      1
sff85c7bf2a  lenovo                                        lenovo                   Lenovo (Beijing) Co., Ltd.                                                  1
s9e770f7e1e  huawei                                        huawei                   HUAWEI TECHNOLOGIES CO.,LTD                                                 1
s718e2a64a3  google                                        google                   Google, Inc.                                                                1
s0d653dfcad  apple                                         apple                    Apple, Inc.                                                                 1
se257a69c03  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sc28931aa78  sagecom                                       plume                    Sagemcom Broadband SAS                                                      0
sb3dec09f38  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
s2842be950b  mitrastar                                                              MitraStar Technology Corp.                                                  0
sf4dfb606cc  google                                                                                                                                             0
s8b3c14b67b  nest                                          nest                     Nest Labs Inc.                                                              1
s1dc2eaf68d  google                                        google                   Google, Inc.                                                                1
sa240229a07  sonos                                         sonos                    Sonos, Inc.                                                                 1
se72a657b58  sonos                                         sonos                    Sonos, Inc.                                                                 1
s3d1a3535bd  netgear                                       netgear                  NETGEAR                                                                     1
s2edb36ee8a  microsoft                                     microsoft                Microsoft                                                                   1
sd4167f7374  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
se994204d85  apple                                         apple                    Apple, Inc.                                                                 1
s4420efe19b  apple                                         apple                    Apple, Inc.                                                                 1
s7e2ae2ec95  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
sc9040f037f  philips                                       philips                  Philips Lighting BV                                                         1
sfe2a83967e  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
sbf351b0c08  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
sdaf8f906db  google                                        google                   Google, Inc.                                                                1
se0dea0c3e3  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
sc5f444b760  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s67f6c42bc5  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s59fd362562  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sce42df2a6f  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s2a0e73fb21  ikea                                          ikea                     Murata Manufacturing Co., Ltd.                                              1
s2ed4bdf1d6  sonoff                                        sonoff                   Espressif Inc.                                                              1
sc6cd1db8c5  xiamoi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  0
s691cd220f3  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
sd1ec71382e  raspberrypi                                   raspberry pi             Raspberry Pi Foundation                                                     0
s798ec93fe8  netgear                                       netgear                  NETGEAR                                                                     1
s8737809776  epson                                         epson                    Seiko Epson Corporation                                                     1
s1fd4132f5a  philips                                       philips                  Philips Lighting BV                                                         1
s167d02240b  plex                                          apple                    Apple, Inc.                                                                 0
s8d46b33a39  apple                                         apple                    Apple, Inc.                                                                 1
s6a6ed5db8d  dyson                                         dyson                    Dyson Limited                                                               1
s16936f3107  grandstream                                   grandstream              Grandstream Networks, Inc.                                                  1
s23c56576ec  qnap                                          qnap                     QNAP Systems, Inc.                                                          1
