device_id    expected_vendor                               inferred_vendor          device_oui                                                         is_correct
s6447413c62  google                                        google                   Google, Inc.                                                                1
sda801dcb23  google                                        google                   Google, Inc.                                                                1
sd8b502d4bf  lifx                                          lifx                     LIFI LABS MANAGEMENT PTY LTD                                                1
s66bf6a426a  google                                        google                   Google, Inc.                                                                1
s4677da99c9  foxconn                                                                                                                                            0
s9ca06c6f8b  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s12277f3f23  hitron                                                                 Hitron Technologies. Inc                                                    0
sbda5dbb236  sony                                          sony                     Sony Mobile Communications Inc                                              1
sfd457c4d6f  mag254                                        d-link                   D-Link International                                                        0
sc5ca125c35  vizio                                         vizio                    Vizio, Inc                                                                  1
s1b0cdc0aeb  sonos                                         sonos                    Sonos, Inc.                                                                 1
sf2c4657261  google                                        google                   Google, Inc.                                                                1
s576e0ae7b1  nest                                          nest                     Nest Labs Inc.                                                              1
se3abd24ee4  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sa9b0593855  philips hue                                   philips                  Philips Lighting BV                                                         0
s743f9f766f  sony                                          sony                     Sony Interactive Entertainment Inc.                                         1
s6f0ab8670f  nest                                          nest                     Nest Labs Inc.                                                              1
s6bc2084675  google                                        google                   Google, Inc.                                                                1
sae4dc0d6c1  wyze                                          wyze                     IEEE Registration Authority                                                 1
sf42921c616  google                                        nest                     Nest Labs Inc.                                                              0
sbf55d4faa5  google                                        google                   Google, Inc.                                                                1
s271c43e51f  apple                                                                                                                                              0
s9523fdbedd  my gica                                                                Shenzhen Geniatech Inc, Ltd                                                 0
sf065de2c65  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sa88dbd29fe  google                                        google                   Google, Inc.                                                                1
sbb3fccde69  google                                        google                   Google, Inc.                                                                1
sa0aff4126a  subaru                                        august                   Wistron Neweb Corporation                                                   0
scb92621b40  vesync                                        sonoff                   Espressif Inc.                                                              0
s757faefa7b  ?                                             wink                     Flextronics International                                                   0
s12dbaa1251                                                                                                                                                     1
s9c179567ff  apple                                                                                                                                              0
s9bac0f7180  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sf9e6c136b4  samsung                                                                                                                                            0
sb54f9bec0a  google                                        google                   AzureWave Technology Inc.                                                   1
s1fbb3f72c8  ecobee inc                                    ecobee                   ecobee inc                                                                  0
s3d3dd023d5  samsung                                       samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         1
s84c588cba1  koogeek                                       bt                       SHENZHEN GONGJIN ELECTRONICS CO.,LT                                         0
s02c0055138  google                                        google                   Google, Inc.                                                                1
s29bbe29137  orbit                                         orbit                    Orbit Irrigation                                                            1
s8f84ec9972  google                                        google                   Google, Inc.                                                                1
s1c87126166  liftmaster                                    chamberlain              The Chamberlain Group, Inc                                                  0
sd9d31871a7  sonos                                         sonos                    Sonos, Inc.                                                                 1
sd27d5b16e7  logitech                                      logitech                 Logitech                                                                    1
s33f7b7d35c  engenius                                                               SENAO Networks, Inc.                                                        0
s20fd0e6cdd  kuna                                          kuna                     Sky Light Digital Limited                                                   1
sbddde1edca  samsung                                                                                                                                            0
s5404f2b987  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s3b742bb7bf  apple                                         apple                    Apple, Inc.                                                                 1
sdcd86e531a  apple                                         apple                    Apple, Inc.                                                                 1
s041b7c040f  google                                        google                   Google, Inc.                                                                1
s8b6f7708c6  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s1c53044ed9  lg                                            lg                       LG Innotek                                                                  1
sbcb262a0f3  nest labs                                     nest                     Nest Labs Inc.                                                              0
s4156fd53bc  lg                                            lg                       Arcadyan Corporation                                                        1
sa3126f4156  wemo                                          belkin                   Belkin International Inc.                                                   0
sa3cc906a9f  rasspberry                                    raspberry pi             Raspberry Pi Foundation                                                     0
s392d66cb0e  ecobee                                        ecobee                   ecobee inc                                                                  1
sc1e16befd5  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
se0799fc915  wemo                                          belkin                   Belkin International Inc.                                                   0
sb9d8595dcd  belkin wemo                                   belkin                   Belkin International Inc.                                                   0
s75e951a858  google                                        google                   Google, Inc.                                                                1
s12f3d3cb0e  google                                        google                   Google, Inc.                                                                1
sb28f9aac82  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s457d00bf79  logitech                                      logitech                 Slim Devices, Inc.                                                          1
sbc480397d1  wemo                                          belkin                   Belkin International Inc.                                                   0
s62f742609e  google                                        google                   Google, Inc.                                                                1
s17e9aaf80c  wyze                                          wyze                     iSmart Alarm, Inc.                                                          1
sa8aefffdd6  wyze                                          wyze                     iSmart Alarm, Inc.                                                          1
s3e13a3341a  foxconn                                       humax                    HUMAX Co., Ltd.                                                             0
s62c85583e3  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s9c239bb047  qnap                                          qnap                     ICP Electronics Inc.                                                        1
s0a3b140ad6  vonage                                        sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
sea4a43b413  hewlett-packard                               hp                       Hewlett Packard                                                             0
s791e85fed8  hp                                            brother                  Cloud Network Technology (Samoa) Limited                                    0
s36651562ca  apple                                         apple                    Apple, Inc.                                                                 1
s2fef0cbf0b  roku                                          roku                     Roku, Inc                                                                   1
s5c9e37bc82  netgear                                       netgear                  NETGEAR                                                                     1
see726041f5  google                                        google                   Google, Inc.                                                                1
sb9ddc013d9  sleep number                                  sleep number             Select Comfort                                                              1
sca455ee8f6  roku                                          roku                     Roku, Inc.                                                                  1
s6014e9152d  apple                                         apple                    Apple, Inc.                                                                 1
s37b0f04c89  me                                            gigabyte                 GIGA-BYTE TECHNOLOGY CO.,LTD.                                               0
s58248cd530  ecobee inc                                    ecobee                   ecobee inc                                                                  0
s2a84c79126  philips                                       philips                  Philips Lighting BV                                                         1
s6db754df98  hewlett packard                               hp                       Hewlett Packard                                                             0
s908f2e8ff8  synology                                      synology                 Synology Incorporated                                                       1
s8c926429e7  hook                                          ring                     Universal Global Scientific Industrial Co., Ltd.                            0
sd3929eb12a  honeywell                                     honeywell                ADEMCO                                                                      1
s0ef13714f4  samsung                                                                                                                                            0
s5f90018e08  honeywell                                     hp                       Hewlett Packard                                                             0
se8113c6bf5  apple                                                                                                                                              0
s127278e6b9  synology                                      synology                 Synology Incorporated                                                       1
s56fbca357c  apple                                         apple                    Apple, Inc.                                                                 1
s9cd5566b00  vorwerk                                                                Matsushita Electronic Components (Europe) GmbH                              0
s1ffb6637ba  parallels                                     microsoft                Microsoft                                                                   0
s29325c8ba5  xiaomi                                        xiaomi                   XIAOMI Electronics,CO.,LTD                                                  1
s58d2f83b15  ikea                                          ikea                     Murata Manufacturing Co., Ltd.                                              1
sc02b0347b7  sony                                          sony                     Hon Hai Precision Ind. Co.,Ltd.                                             1
s29df20f38f  sony                                          sony                     SONY Visual Products Inc.                                                   1
s3c496cf94b  plex                                          intel                    Elitegroup Computer Systems Co.,Ltd.                                        0
scb7ef3cfc5  belkin                                        belkin                   Belkin International Inc.                                                   1
s722d68d508  dahua                                         dahua                    Zhejiang Dahua Technology Co., Ltd.                                         1
s3bd35c9673  hikvision                                     hikvision                Hangzhou Hikvision Digital Technology Co.,Ltd.                              1
s042ef11454  nuki                                          sonoff                   Espressif Inc.                                                              0
sc05d0519af  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sfb143f0616  maxsmart                                                               Shanghai MXCHIP Information Technology Co., Ltd.                            0
s0c9cfee4de  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s4d2ffee9a1  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sefd54e717a  sonos                                         sonos                    Sonos, Inc.                                                                 1
s8c3f9484ee  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s4fbceb4cf2  epson                                         epson                    Seiko Epson Corporation                                                     1
sa230daecf9  qnap                                          qnap                     QNAP Systems, Inc.                                                          1
safbae54032  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s0be12bea43  sony                                          sony                     Sony Corporation                                                            1
s7ddd207c88  netis                                                                                                                                              0
s111740323f  tp-link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               1
s0aad0dfe96  apple                                         apple                    Apple, Inc.                                                                 1
s09a69394ab  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s03b8cc27bc  apple                                         apple                    Apple, Inc.                                                                 1
s5d6046b6e7  hp                                            hp                       Hewlett Packard                                                             1
s617844ce92  naim                                          sony                     Liteon Technology Corporation                                               0
sb6c6514be1  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
se5718a3b20  bosch                                         bosch                    ROBERT BOSCH GmbH                                                           1
s129cf1bb88  somfy                                         somfy                    OVERKIZ                                                                     1
s46136135df  netgear                                       netgear                  NETGEAR                                                                     1
s57393adcd7  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s13d10a8a1e  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s83dbbaa1cd  eq-3 ag                                                                eQ-3 Entwicklung GmbH                                                       0
s7e50cc3c37  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
sfec21a3bda  philips                                       philips                  Philips Lighting BV                                                         1
s7c52c68057  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s34c609f160  netamo                                        netatmo                  Netatmo                                                                     0
s08125bfc8b  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s2a73edcd4d  google                                        google                   Google, Inc.                                                                1
sd12b387c44  nest                                          nest                     Nest Labs Inc.                                                              1
s32632a25f1  lifx labs                                     lifx                     LIFI LABS MANAGEMENT PTY LTD                                                0
s495b2bcf26  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sd6745466a1  tesla motors                                  lg                       LG Innotek                                                                  0
s4fac984752  sonos                                         sonos                    Sonos, Inc.                                                                 1
s7734f032a1  sony                                          sony                     Hon Hai Precision Ind. Co.,Ltd.                                             1
s902b27086a  sonos                                         sonos                    Sonos, Inc.                                                                 1
s43c5cc3c54  koogeek                                       koogeek                  China Dragon Technology Limited                                             1
s8730b5f554  wd                                            western digital          WESTERN DIGITAL                                                             0
sffaca10edc  marantz                                       google                   AzureWave Technology Inc.                                                   0
s0a7e6b1c4b  philips hue                                   philips                  Philips Lighting BV                                                         0
s0d387c25e2  intouch                                       heatmiser                Microchip Technology Inc.                                                   0
seb0ab060e2  sony                                          sony                     Sony Corporation                                                            1
s16ced571d1  wink                                          samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         0
sb5cdaeeff1  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
sba68708171  ring                                          ring                     Texas Instruments                                                           1
s3a1887bf8d  nano leaf                                     wyze                     IEEE Registration Authority                                                 0
s866974c86b  logitech                                      logitech                 Logitech                                                                    1
s0e46b18a56  google nest                                   nest                     Dropcam                                                                     0
s713cac4b92  ecobee                                        ecobee                   ecobee inc                                                                  1
s7cd58761bb  naim                                          sony                     Liteon Technology Corporation                                               0
s91e0d20ba7  ihome                                         google                   AzureWave Technology Inc.                                                   0
s5dccc1e044  ihome                                         google                   AzureWave Technology Inc.                                                   0
se6049a4856  sony                                          sony                     Liteon Technology Corporation                                               1
s36ac764ba4  google                                        google                   Google, Inc.                                                                1
s168f1558c8  google                                        nest                     Nest Labs Inc.                                                              0
s685e361f1c  google                                        google                   Google, Inc.                                                                1
s4a90af8b97  apple                                                                                                                                              0
s84e38ca056  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s23a16a2c5b  google                                        nest                     Nest Labs Inc.                                                              0
sac39bbde69  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s44392f5d2f  samsung                                                                                                                                            0
s3b8b7b308a  netgear                                                                                                                                            0
sc4be19befd  lg electoronics                               lg                       LG Electronics (Mobile Communications)                                      0
s9f0a8bfd08  lg                                            lg                       LG Electronics                                                              1
sb4a36e0b3d  hp                                            hp                       Hewlett Packard                                                             1
s27d1a23407  brother                                       brother                  Brother industries, LTD.                                                    1
s97c93b8582  wd                                            western digital          WESTERN DIGITAL                                                             0
sda182cb540  wd                                            western digital          WESTERN DIGITAL                                                             0
s78429c3f46  apple                                                                                                                                              0
sa355dec1ef  nest                                          nest                     Nest Labs Inc.                                                              1
sd8eb5c44e0  lg                                            lg                       LG Innotek                                                                  1
s72f1611b40  sony                                          google                   AzureWave Technology Inc.                                                   0
s36b1235307  google                                        google                   Google, Inc.                                                                1
s33f85229a8  google                                                                                                                                             0
sd9ee798128  google chromecast                             google                   Google, Inc.                                                                0
sa92f203d46  google                                        google                   Google, Inc.                                                                1
s465098aa5f  samsung                                                                                                                                            0
sa0769e4cc9  apple                                         apple                    Apple, Inc.                                                                 1
saa4b67f66e  google                                        google                   Google, Inc.                                                                1
s9d0453965f  apple                                                                                                                                              0
sbd4d806cf4  lennox                                        tesla                    Redpine Signals, Inc.                                                       0
s7de324b72d  hdhomerun                                     silicondust              Silicondust Engineering Ltd                                                 0
s69da3e4800  ?                                                                                                                                                  0
s895f712dd1  chargepoinrt                                                           Coulomb Technologies                                                        0
s7b262cb4ea  philips                                       philips                  Philips Lighting BV                                                         1
s81d1f9ff3a  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s8c64aef235  apples                                        apple                    Apple, Inc.                                                                 0
s5266571373  sonos                                         sonos                    Sonos, Inc.                                                                 1
sf61da40329  samsung                                                                                                                                            0
s8cff1fc94c  nintendo                                      nintendo                 Nintendo Co.,Ltd                                                            1
s6456962518  apple                                         apple                    Apple, Inc.                                                                 1
scc54714331  nest labs                                     nest                     Dropcam                                                                     0
s1e2e8a75a6  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
sc16e6f0032  roku                                          roku                     Roku, Inc.                                                                  1
s437c01136a  sony                                          google                   AzureWave Technology Inc.                                                   0
s657249f424  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
sfded73efd6  motorola                                      motorola                 Motorola Mobility LLC, a Lenovo Company                                     1
s903afd6c39  chamberlain                                   chamberlain              The Chamberlain Group, Inc                                                  1
s40a62ba67d  innomedia                                                              InnoMedia, Inc.                                                             0
s34a561843b  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
sbe0f73eb85  ??                                                                                                                                                 0
sb80b258415  ??                                            ring                     Texas Instruments                                                           0
s50d519d4fb  ??                                                                                                                                                 0
s9596f1b7ed  samsung                                       samsung                  SAMSUNG ELECTRO-MECHANICS(THAILAND)                                         1
sa8b7cf1c00  moto                                          motorola                 Motorola Mobility LLC, a Lenovo Company                                     0
sea0e3e2897  google                                        google                   Google, Inc.                                                                1
sce410a76cf  google                                        google                   Google, Inc.                                                                1
s053dd9741c  asus                                          koogeek                  China Dragon Technology Limited                                             0
sea308ca5e5  google                                        google                   Google, Inc.                                                                1
scea42d75cd  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s01ccbe8522  asus                                          asus                     ASUSTek COMPUTER INC.                                                       1
s7492174ccd  google                                        google                   Google, Inc.                                                                1
s93ba579a00  ??                                            google                   Google, Inc.                                                                0
s4e20a8e8ca  espressif                                     sonoff                   Espressif Inc.                                                              0
s2c0f1c4cde  espressif                                     sonoff                   Espressif Inc.                                                              0
sd532ebf807  google                                        google                   Google, Inc.                                                                1
se0085dbb48  google                                        google                   Google, Inc.                                                                1
s6c36819fbb  espressif                                     sonoff                   Espressif Inc.                                                              0
sbd10aae518  google                                        google                   Google, Inc.                                                                1
s1a39d96ffb  roku                                          roku                     Roku, Inc.                                                                  1
s95c8ddf53a  sony                                          sony                     Sony Corporation                                                            1
s52fe02de99  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s61ffd72aee  bose                                          ring                     Texas Instruments                                                           0
sbd7c1afaac  canon                                                                                                                                              0
s22cfda08d1  instar                                        yi                       SHENZHEN BILIAN ELECTRONIC CO.，LTD                                          0
s7aefacb4e5  qnap                                          qnap                     ICP Electronics Inc.                                                        1
se14aa66469  hp                                            sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
s031935efce  qnap                                          qnap                     QNAP Systems, Inc.                                                          1
s2049787376  technisat                                                              TechniSat Digital GmbH Daun                                                 0
sb973bdc8dd  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s56a3158aa7  apple                                         apple                    Apple, Inc.                                                                 1
s969a4172a7  foscam                                                                                                                                             0
sf46dd4ec8b  logitech                                      logitech                 Slim Devices, Inc.                                                          1
s772528a8f3  myq                                           chamberlain              The Chamberlain Group, Inc                                                  0
sf7dda2ad50  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s5e83062a24  tcl                                           tcl                      Hui Zhou Gaoshengda Technology Co.,LTD                                      1
s7d5111d11b  wyze                                          wyze                     IEEE Registration Authority                                                 1
s0715bc0ff9  skybell                                       skybell                  SKYBELL, INC                                                                1
sac0ddcc285  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s12288d5c7e  tivo                                          tivo                     TiVo                                                                        1
se2ade643a2  brother                                       sony                     Hon Hai Precision Ind. Co.,Ltd.                                             0
sc0bc948627  samsung                                       samsung                  Physical Graph Corporation                                                  1
s3630cf459e  tivo                                          tivo                     TiVo                                                                        1
s697c0a1c73  hp                                            hp                       Hewlett Packard                                                             1
s619a795537  tcl                                                                                                                                                0
se21031e9cb  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
scdb01af013  apple                                                                                                                                              0
sf553daed1e  roku                                          roku                     Roku, Inc.                                                                  1
s81cb3a0398  panasonic                                     august                   Wistron Neweb Corporation                                                   0
s9e790f7150  roku                                          yi                       SHENZHEN BILIAN ELECTRONIC CO.，LTD                                          0
s1c90392834  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s79114fd1b5  samsung                                       samsung                  Samsung Electronics Co.,Ltd                                                 1
s8a478abf15  kuna                                          kuna                     Sky Light Digital Limited                                                   1
s2a4fa2e3ce  google                                                                                                                                             0
s949aaabd22  google                                        google                   Google, Inc.                                                                1
s7ba53513bb  google                                        google                   Google, Inc.                                                                1
s57105580fe  nest                                          nest                     Nest Labs Inc.                                                              1
sd3e8b514c3  philips                                       philips                  Philips Lighting BV                                                         1
s5d3d2b7dff  nest                                          nest                     Nest Labs Inc.                                                              1
scf8f7ae422  google                                        google                   Google, Inc.                                                                1
s9379854887  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s0e1b72a87c  google                                        google                   Google, Inc.                                                                1
sbf4163dbc2  sonos                                         sonos                    Sonos, Inc.                                                                 1
s5b926f110a  sony                                          sony                     Sony Interactive Entertainment Inc.                                         1
sc147830736  tp-link                                       tp-link                  TP-LINK TECHNOLOGIES CO.,LTD.                                               1
s1b06ff1287  zmodo                                         zmodo                    SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.                                        1
s54cb0a98d8  zmodo                                         zmodo                    SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.                                        1
s4867682239  chaney                                                                 Chaney Instrument Co.                                                       0
s45bfcf6c64  samsung                                       samsung                  Physical Graph Corporation                                                  1
sa018f45f4a  zmodo                                         zmodo                    SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.                                        1
sf882c1ad79  lutron                                        ring                     Texas Instruments                                                           0
s122662a347  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
s7485a13615  amazon                                        amazon                   Amazon Technologies Inc.                                                    1
