device_id    expected_vendor                               inferred_vendor            is_same
s228a2bb61c  brother                                       brother                          1
s8cf2b114b9  apple                                         apple                            1
sfcabf23fd0  oneplus                                       oneplus                          1
sbbe080fd00  apple                                         apple                            1
s20b88b38ee  apple                                         apple                            1
s69e17ffbe6  brother                                       brother                          1
s6d40c658cc  apple                                         apple                            1
s82eba5f13b  samsung                                       samsung                          1
s3e7d93f30b  d-link                                        d-link                           1
s2ed85221b9  ikea                                          ikea                             1
s58961d817d  risco                                         apple                            0
see236cf0d0  dell                                          sony                             0
s0c2087e5b5  leviton                                       leviton                          1
s3148e22e01  wemo                                          belkin                           0
s99599911a4  blink                                         apple                            0
s0cabe09b95  leviton                                       leviton                          1
s6534b8afda  brothers                                      brother                          1
s0fd03c9274  oittm                                         espressif                        0
s49fa71416c  ikea                                          ikea                             1
s4164942432  amazon                                        amazon                           1
s0fd46ab397  wanswiev                                      roku                             0
sd49e2fb21d  amazon                                        apple                            0
sdf01bed9b7  amazon                                        amazon                           1
s03c48f0508  oittm                                         espressif                        0
s5ff5547b49  hp                                            hp                               1
s2988710e89  amazon                                        amazon                           1
s5092ba0574  amazon                                        amazon                           1
s4ed3264927  apple                                         apple                            1
s642883c1e4  accu-rite                                     apple                            0
s5448223d29  kodak                                         apple                            0
s98e3c7fc09  ihome                                         google                           0
sba90f3530f  orbit                                         orbit                            1
s4fa0cc5247  ihome                                         google                           0
s3bba48dfd9  denon                                         denon                            1
sf62cbdfd96  leviton                                       leviton                          1
s0a60d431cb  leviton                                       leviton                          1
se3b0ae1943  canon                                         canon                            1
s2f48cf93d8  orbit                                         orbit                            1
sa7288f29f1  chamberlin                                    chamberlain                      1
s4ff1ce71aa  idevices                                      idevices                         1
s565b040a9f  belikin                                       belkin                           1
s747754fc20  leviton                                       leviton                          1
s680727a1fd  magicjack                                     apple                            0
s265ca6c4d4  apple                                         apple                            1
sa4fa6f9cb8  android                                       apple                            0
s59f49108e2  tp-link                                       tp-link                          1
sb469da0cd7  humax                                         humax                            1
sa3d0773831  apple                                         apple                            1
sf1e5b707d6  apple                                         apple                            1
sf2cb45460e  samsung                                       samsung                          1
s7544b5fac7  apple                                         apple                            1
se59c5cdcc5  apple                                         apple                            1
s13ea4e9116  apple                                         apple                            1
s5aa797ec97  brother                                       apple                            0
s49c42cb133  openevse                                      espressif                        0
s58dcbe6db5  ikea                                          ikea                             1
s442b0f0c62  apple                                         apple                            1
s49b401ebb8  d-link                                        amazon                           0
s5b803b1c12  amazon                                        amazon                           1
sd6ff68579a  apple                                         apple                            1
s902c667156  abb                                           heatmiser                        0
sbcb5a57593  emerson                                       emerson                          1
s2643402afd  raspberry pi                                  raspberry pi                     1
sb8f2e15e40  taiyo yuden                                   apple                            0
s9e5fd09692  foscam                                        foscam                           1
s28089dbc26  apple                                         apple                            1
saf16a85444  netgear                                       netgear                          1
s3c416eacac  apple                                         apple                            1
s811daa152b  hp                                            hp                               1
sa6ab8fd351  cisco                                         cisco                            1
sc765b2c6b4  apple                                         apple                            1
sc8118e39aa  raspberry pi foundation                       raspberry pi                     0
s8af1a4eeb9  apple                                         apple                            1
s6ed2b1e632  apple                                         apple                            1
sb7bcafb64c  onkyo                                         onkyo                            1
s93b0e83e30  amazon                                        amazon                           1
s85018e627e  netgear                                       netgear                          1
s8eab0eb93b  apple                                         apple                            1
s97f7af016f  apple                                         apple                            1
sa591e30988  netgear                                       netgear                          1
s645581f397  epson                                         epson                            1
sd7ad8471b4  apple                                         apple                            1
se6fbf618aa  ubiquiti                                      ubiquiti                         1
sf864209c7f  hikvision                                     hikvision                        1
sc4ec7699ef  ubiquiti                                      ubiquiti                         1
sdb5c167ff4  synology                                      synology                         1
s8ee39446f1  hp                                            brother                          0
s1c537688e8  apple                                         apple                            1
s80edd2ade4  hp                                            hp                               1
s9729db7d1f  samsung                                       samsung                          1
sc65308611f  apple                                         apple                            1
s9647c3c27c  apple                                         apple                            1
sf4b968e7cc  hp                                            hp                               1
sf1a3a720ed  ikea                                          ikea                             1
s0fe5d0e68a  roborock                                      xiaomi                           0
se7a74ffffe  samsung                                       samsung                          1
s53db14f12a  apple                                         apple                            1
sdab349662e  apple                                         apple                            1
s1585030d63  linksys                                       belkin                           0
s5008587086  apple                                         apple                            1
s9d58092b7f  linksys                                       belkin                           0
sc4dd7c274d  sh                                            apple                            0
sb332a311e8  leviton                                       leviton                          1
saa6c3c34fc  apple                                         apple                            1
s816dabd4a8  samsung                                       samsung                          1
s8382b86eed  ikea                                          ikea                             1
sdd99fd1db9  apple                                         apple                            1
sec9964d3a5  leviton                                       leviton                          1
sd773d98a2e  leviton                                       leviton                          1
s040ce37c28  leviton                                       leviton                          1
s5200fb30d3  brother                                       brother                          1
s79ed72cf5e  hp                                            brother                          0
s53822e8464  hp                                            brother                          0
s9481b0b4c6  ubiquiti                                      ubiquiti                         1
sbc0b475cbe  netgear                                       netgear                          1
sfe6a921624  canon                                         canon                            1
s0b4c0029de  foscam                                        apple                            0
sb4ef80370c  brother                                       brother                          1
se6942be355  barnes & noble                                apple                            0
s779ef38b3c  netgear                                       netgear                          1
s8dc5719edc  raspberrypi                                   raspberry pi                     1
s3b4fba84e1  canon                                         canon                            1
se59ba1036e  sonos                                         sonos                            1
s00c06c34b4  apple                                         apple                            1
s2ea4b62da1  apple                                         apple                            1
s60bf523e97  apple                                         apple                            1
s86bb796f27  apple                                         apple                            1
sab836378ff  apple                                         apple                            1
sd238ccc269  google                                        google                           1
s6c1cb8d7dd  netgear                                       netgear                          1
s1444928036  netatmo                                       netatmo                          1
s6e7865c9d8  netgear                                       netgear                          1
s8147873e63  silicondust                                   silicondust                      1
s014ececd88  silicondust                                   silicondust                      1
s7550ae4259  silicondust                                   silicondust                      1
s95473b27e1  silicondust                                   silicondust                      1
s419d8dc9bc  fitbit                                        apple                            0
sabf19f5900  lytworx                                       espressif                        0
s83b2d05d7a  dlink                                         apple                            0
s8e8c96750c  apple                                         apple                            1
s293929ae08  vw                                            august                           0
sc276b1c980  apple                                         apple                            1
s805853cf09  oppo                                          apple                            0
sb3c72d6273  octoprint                                     raspberry pi                     0
sfa5c2e6a26  apple                                         apple                            1
se72901e573  brother                                       brother                          1
s1cb10e9ddd  ikea                                          ikea                             1
s593f9d9f01  american power conversion                     apc                              0
s88cffd3256  cisco                                         cisco                            1
s59a8211aba  panasonic                                     panasonic                        1
s7509db1360  canon                                         canon                            1
s4e392c5349  apple                                         apple                            1
saea86ce130  apple                                         apple                            1
s7c6f73d3fe  apple                                         apple                            1
s3badaa014f  plex                                          apple                            0
se7ebbd1d93  apple                                         apple                            1
s9b09218a43  apple                                         apple                            1
sca5fbd5cf0  apple                                         apple                            1
s9fbefcf068  apple                                         apple                            1
sbc17a98277  nordic track                                  amazon                           0
s0877027e7f  apple                                         apple                            1
sdcdeb1188c  wd                                            wd                               1
s7980febae2  apple                                         apple                            1
s24cc076fd5  canon                                         canon                            1
s39b93754a4  lg                                            lg                               1
sd586f2b869  tp-link                                       tp-link                          1
s71c052a93b  foscam                                        foscam                           1
scdba423962  apple                                         apple                            1
sc3820dd386  lenovo                                        apple                            0
s02f41a4f0b  tp-link                                       tp-link                          1
sb25fc01554  xerox                                         apple                            0
sa9a8356806  oneplus                                       oneplus                          1
sc698fabd7e  mitsubishi                                    ikea                             0
sc412fc5723  mitsubishi                                    ikea                             0
sab5ccb9b74  epson                                         epson                            1
sf18a57de1a  mitsubishi                                    ikea                             0
s10ffc4990b  apple                                         apple                            1
s14f5fed25e  hewlett-packard                               brother                          0
s79451627a7  leviton                                       leviton                          1
s50169e24a0  apple                                         apple                            1
s8469c7677a  d-link                                        d-link                           1
s9f1e50b9bb  apple                                         apple                            1
sb1d2ba2cb8  xerox                                         apple                            0
s89c2f35eef  apple                                         apple                            1
scf0375dc50  cisco-linksys                                 cisco                            0
s26dfa732a2  apple                                         apple                            1
s0de0960609  apple                                         apple                            1
s50d422f52e  vmware                                        apple                            0
sc2f2e49a38  apple                                         apple                            1
sd57189903b  apple                                         apple                            1
s72005a1807  apple                                         apple                            1
s5edfd489a3  apple                                         apple                            1
s7d5024114a  dell                                          dell                             1
s651ee7a6f7  hewlett packard                               hp                               0
sd9965f76c1  netgear                                       netgear                          1
s2d145f8156  hewlett-packard                               hp                               0
s88b6c1aa94  apple                                         apple                            1
s2bec2f73de  apple                                         apple                            1
se40a469a99  apple                                         apple                            1
sc2594c77b1  apple                                         apple                            1
s8263e7ae56  brother                                       brother                          1
s69be31bf8c  apple                                         apple                            1
sf03eeed707  apple                                         apple                            1
s5d749dfa97  brother                                       brother                          1
s7c7165cc1e  brother                                       brother                          1
s438ea3a93c  apple                                         apple                            1
sd716968614  apple                                         apple                            1
sd520524781  yamaha                                        yamaha                           1
sa66b94fbb3  apple                                         apple                            1
s5f168deeaa  ubiquiti                                      ubiquiti                         1
sc0b4a17b1e  apple                                         apple                            1
s89a45d1f4d  apple                                         apple                            1
sace9309ec2  ubiquiti                                      ubiquiti                         1
s42472bdec5  ubiquiti                                      ubiquiti                         1
s213dd522a9  apple                                         apple                            1
s65b149bc0a  apple                                         apple                            1
se18747175e  apple                                         apple                            1
sd9d7e6f14d  brother                                       brother                          1
se43fe579d8  apple                                         apple                            1
sa85a28c2d2  apple                                         apple                            1
s2fa668aff0  brother                                       brother                          1
s67078d0962  epson                                         epson                            1
s5b8339b007  apple                                         apple                            1
s2779326bb6  apple                                         apple                            1
s4343357250  apple                                         apple                            1
sa494e80231  apple                                         apple                            1
sef77488875  apple                                         apple                            1
s952d4a17b7  apple                                         apple                            1
s90304adba4  apple                                         apple                            1
sb23c5b24ad  ubiquiti                                      ubiquiti                         1
s89bc932a9f  apple                                         apple                            1
s6ed0adf023  leviton                                       leviton                          1
s454845dc56  apple                                         apple                            1
s0aebdda916  brother                                       brother                          1
s7e10b678aa  hitron                                        apple                            0
s30fb648f54  apple                                         apple                            1
s6725b70c2c  d-link                                        apple                            0
s5ef6586ccc  sonos play:5                                  sonos                            0
s8f69b813e9  sonos                                         sonos                            1
sa96f33c3bf  sonos                                         sonos                            1
s15fb2da639  sonos                                         sonos                            1
s503433329c  apple                                         apple                            1
sbc7e96c98a  rainbird                                      apple                            0
se97ada9056  apple                                         apple                            1
s58c82eccc9  sony                                          brother                          0
sc366956b4e  apple                                         apple                            1
s13d4dbdc9e  apple                                         apple                            1
s4a313c0f93  belkin                                        brother                          0
sa35d3e245f  apple                                         apple                            1
s06780faeaa  apple                                         apple                            1
s4da9f35e95  apple                                         apple                            1
s227fc85b45  wink                                          samsung                          0
s6aa4afb0b6  onkyo                                         onkyo                            1
s3190f211b9  greenwave reality inc                         apple                            0
sd8a33a16df  ihome                                         google                           0
s2e0bd645fc  tivo                                          tivo                             1
sf9f1fd3276  wemo                                          belkin                           0
s6fffd5353c  chaney instrument co                          apple                            0
sb1b83fbfce  ecobee inc                                    ecobee                           0
s75861be789  2wire inc                                     apple                            0
s9b32eedd8b  freenas                                       apple                            0
s716b8fc9c1  wyze                                          wyze                             1
s4771b331f2  wyzecam                                       wyze                             0
s70692c6a38  adtran                                        apple                            0
se1748029c2  pi foundation                                 raspberry pi                     0
s5edd2057c4  foscam                                        apple                            0
s3eb2022e76  apple                                         apple                            1
sd724eda6aa  apple                                         apple                            1
sc18e79d315  apple                                         apple                            1
s95688788ec  apple                                         apple                            1
sb4b8bb4b69  polycom                                       polycom                          1
s6189644f75  netgear                                       netgear                          1
s99edaf79d7  apple                                         apple                            1
s773a2e4ac3  brother                                       brother                          1
s5d91166925  nest labs                                     google                           0
s26c0c27a55  expressif                                     espressif                        1
sf6f2f9b306  raspberrypi                                   raspberry pi                     1
s50a2d1ffb4  apple                                         apple                            1
s485e246d46  apple                                         apple                            1
sa172ea1f84  apple                                         apple                            1
sb3bdfbcdbb  sengled                                       sengled                          1
s1f8fdfb8f3  amazon                                        amazon                           1
s0393edff8a  ikea                                          ikea                             1
sdd8e5ca45f  canon                                         canon                            1
s615343e65e  apple                                         apple                            1
sedbcdf5d06  hewlett packard                               apple                            0
sf9795439b5  apple                                         apple                            1
s4a47050c62  apple                                         apple                            1
s8f80974df5  hp                                            brother                          0
sac5a2e8038  apple                                         apple                            1
s61d62509e4  apple                                         apple                            1
s5147869aaa  iphone                                        apple                            0
sceda995357  apple                                         apple                            1
s25e2377cc9  apple                                         apple                            1
s1eed723553  apphole                                       apple                            1
s92259cb5ff  ???                                           ecobee                           0
s2789bbe4f9  avm deutschland                               avm                              0
s515a8dbcf2  apple                                         apple                            1
s8aa7901fb8  apple                                         apple                            1
s8c224bc10a  sony                                          brother                          0
s1263c23bd9  apple                                         apple                            1
s72fff6c856  ?                                             apple                            0
s7ab982498a  apple                                         apple                            1
s7d7f9f01fd  toshiba                                       apple                            0
s0e317bfbc2  apple                                         apple                            1
sa79d0f1ca4  konica minolta                                apple                            0
s3973c10eaf  brother                                       brother                          1
sfa7c6acf2c  hp                                            hp                               1
s8114210f76  apple                                         apple                            1
sba1d4e1106  hp                                            hp                               1
s0ce94680a0  apple                                         apple                            1
s333195379f  dlink                                         apple                            0
safe4a786dc  apple                                         apple                            1
s331c32be72  nintendo                                      nintendo                         1
sefd949a556  d-link                                        d-link                           1
s5c3542e5b2  google                                        google                           1
s48058a9bc4  apple                                         apple                            1
sf297491d66  apple                                         apple                            1
s0fcca97b36  samsung                                       samsung                          1
sdc66cdeb57  simple control                                apple                            0
s11e2bbb32d  canon                                         google                           0
sa0539b023e  epson                                         epson                            1
sb5902a196d  apple                                         apple                            1
s108c8df575  denon                                         denon                            1
s0af87199f1  intermec                                      ikea                             0
s06e3b7ac40  brother                                       apple                            0
s8fc3baff50  intermec                                      ikea                             0
s44e4f80ca9  apple                                         apple                            1
s0cf7ccd971  canon                                         google                           0
s1c49a677fd  apple                                         apple                            1
sb26dbc3d30  apple                                         apple                            1
s6ce7c27c3c  apple                                         apple                            1
s55200bd5ee  sony                                          sony                             1
s3e73cfa476  tp link                                       tp-link                          1
s251799e517  pioneer                                       apple                            0
s700aa0de92  oneplus                                       oneplus                          1
sde55620387  hewlett packard                               lenovo                           0
sb72a21b917  dlink                                         d-link                           1
sc3a87d7bee  apple                                         apple                            1
sae7ed416bd  apple                                         apple                            1
s99f039cedb  sonos                                         sonos                            1
sf6692c23db  lg                                            lg electronics                   0
s14c8f74922  canon                                         canon                            1
s21af8e7624  apple                                         apple                            1
sc7ce7f733a  apple                                         apple                            1
s4f428b138d  netgear                                       netgear                          1
s57cf3ec805  raspberry pi                                  apple                            0
s152a012b36  apple                                         apple                            1
s4d7ee2c8cc  apple                                         apple                            1
s004e8cc6d2  viszio                                        vizio                            1
s88faefe4e6  apple                                         apple                            1
s4ca7eb47d9  samsung                                       ikea                             0
s0ab587f9b7  brother                                       brother                          1
sd8e0cfe87a  swann                                         apple                            0
s319ae18298  apple                                         apple                            1
s6d0073a54d  apple                                         apple                            1
sa2c3ec108e  panasonic                                     panasonic                        1
s3a063d4fc5  htc                                           google                           0
sd80f417e81  netgear                                       netgear                          1
s9a99eb52a7  behringer                                     heatmiser                        0
se0ea7d5525  panasonic                                     toshiba                          0
s6f1dd5c915  apple                                         apple                            1
scd39bb2ae2  apple                                         apple                            1
sfe5742e67b  samsung                                       samsung                          1
sb1a9d6810a  brother                                       brother                          1
s991266492b  linksys                                       belkin                           0
scf9476e220  apple                                         apple                            1
s0e24b2567f  apple                                         apple                            1
sa26d863e8a  panasonic                                     panasonic                        1
s9f9ebb0989  apple                                         apple                            1
s99d7b93454  samsung                                       samsung                          1
sa827a494ff  apple                                         apple                            1
sd7a48d821c  apple                                         apple                            1
sb0c6b47882  apple                                         apple                            1
s2db0bfdcb4  apple                                         apple                            1
s07f8648fd6  d-link                                        d-link                           1
s944906b6c5  google                                        google                           1
sdcc476bb8f  apple                                         apple                            1
s4dc0bff9e8  archer                                        tp-link                          0
sa053ccf762  ubuntu virtualbox                             other                            0
s3e1da75384  apple                                         apple                            1
s2e047b38cc  apple                                         apple                            1
s2827a2d2b7  apple                                         apple                            1
s4883df382d  apple                                         apple                            1
s447e252a10  asus                                          asus                             1
sb22ebcc96e  apple                                         apple                            1
s97f651ba7a  apple                                         apple                            1
s0138d0e4d7  google                                        brother                          0
s7c1b22e9bc  hitron                                        apple                            0
sb4792d86fb  google                                        google                           1
sa35d40f12b  apple                                         apple                            1
sc407eaee44  apple                                         apple                            1
s1e30f451d4  canon                                         canon                            1
s01d9523573  a                                             apple                            0
sbb26e20699  b                                             apple                            0
sc2356a521d  apple                                         apple                            1
s1be5aaa835  apple                                         apple                            1
sae0e6c5bc1  apple                                         apple                            1
s16301c88af  apple                                         apple                            1
s2c3c16cd9c  apple                                         apple                            1
s9696248930  apple                                         apple                            1
s31e07efd06  ikea                                          ikea                             1
sa051201cde  apple                                         apple                            1
s2551cd3e95  raspberry pi                                  raspberry pi                     1
s33c87ccb94  raspberry pi foundation                       raspberry pi                     0
sa65e675f21  apple                                         apple                            1
sef8016897f  apple                                         apple                            1
s3907ce9273  raspberry pi                                  raspberry pi                     1
s308602d6a8  grandstream                                   grandstream                      1
sae0777b849  samsumg                                       samsung                          1
s88eea65ea6  roku                                          apple                            0
se105528ca6  tp-link                                       tp-link                          1
s713fc550ec  apple                                         apple                            1
s7da0332e45  apple                                         apple                            1
s34a6377410  dlink                                         apple                            0
s7e60f9ec23  marantz                                       apple                            0
s30e915bf34  apple                                         apple                            1
s7108621afd  apple                                         apple                            1
s7a2b78568e  apple                                         apple                            1
s0468b39c66  tado                                          tado                             1
sedea82e4a4  arris                                         arris                            1
se6192e6604  nintendo                                      nintendo                         1
s3abf5716e1  canon                                         canon                            1
se468993671  apple                                         apple                            1
sc29ad9512b  apple                                         apple                            1
sd4161eea64  apple                                         apple                            1
s1d9e242dd1  rogers                                        apple                            0
s0d9b97c9e7  canon                                         google                           0
s4a295d3020  hp                                            hp                               1
sdb4753ade2  pioneer                                       apple                            0
seb02966da6  apple                                         apple                            1
s0b04a5fa2f  apple                                         apple                            1
sb20035bd14  apple                                         apple                            1
sb9fec90009  apple                                         apple                            1
sba1e140f30  apple                                         apple                            1
s8b4d35f2c8  brother                                       brother                          1
s348d9ff58f  ecobee                                        ecobee                           1
s283cb44ee6  apple                                         apple                            1
s661d81f375  apple                                         apple                            1
sbca1b30028  apple                                         apple                            1
sf1f43555c9  apple                                         apple                            1
s761b534d68  canon                                         canon                            1
s7020b50162  apple                                         apple                            1
s0a0610bdfb  apple                                         apple                            1
s4c0dea9920  ikea                                          ikea                             1
sfdb88dd8d5  apple                                         apple                            1
s2f62c62a16  withings                                      apple                            0
sedf9a60dc9  google                                        google                           1
sde0e385664  apple                                         apple                            1
sf9bc37fa68  apple                                         apple                            1
s03d5cf9b3d  leviton                                       leviton                          1
s11e2d2f0a3  efergy                                        heatmiser                        0
sfafaf7ab93  sony                                          brother                          0
s01407b759b  apple                                         apple                            1
s066a97fe00  tp-link                                       tp-link                          1
sa025fb936d  apple                                         apple                            1
sc87d39a768  eero                                          eero                             1
sa4e63d3491  apple                                         apple                            1
sd725cd4621  eero                                          eero                             1
s5926d6650b  august                                        august                           1
s9d1fc6f7e9  eero                                          eero                             1
scc1e7fd2f2  chamberlain                                   chamberlain                      1
sf365b53183  apple                                         apple                            1
s2b95e7e483  apple                                         apple                            1
s841fbb6e7e  apple                                         apple                            1
sea7195b1f9  apple                                         apple                            1
s085d7c8912  apple                                         apple                            1
sd24a7a60c8  apple                                         apple                            1
s463b4a8e07  apple                                         apple                            1
s50df3be7d3  apple                                         apple                            1
s4178dd1958  aooke                                         apple                            0
sfc9f6af083  apple                                         apple                            1
s899b15b470  apple                                         apple                            1
s286d8d84c9  apple                                         apple                            1
s59117790d7  tp-link                                       tp-link                          1
s7319e98db4  apple                                         apple                            1
s05573a20aa  hp                                            hp                               1
sd883058c59  apple                                         apple                            1
s1db26a39f9  apple                                         apple                            1
