device_id    expected_vendor                               inferred_vendor            is_same
s2fb0a9faea  sony                                          amazon                           0
s7b67f2b8a0  logitect                                      logitech                         1
s3e8913420e  trendnet                                      trendnet                         1
s86c3ff9217  netgear - arlo                                netgear                          0
s4b1a8e5cc9  logitech                                      logitech                         1
sf9e3047e2a  google                                        google                           1
s039b454302  google                                        google                           1
s0ab7d753f2  roku                                          roku                             1
sbde4043751  sonos                                         sonos                            1
sa467710f9b  sonos                                         sonos                            1
s9cda9ade4e  apple                                         apple                            1
s8a2e7fd6af  apc                                           apc                              1
sd5b464fc79  liftmaster                                    chamberlain                      0
scc272257e9  ubiquiti networks                             ubiquiti                         0
s40963dcd38  rainforest                                    apple                            0
s5e33e19fd6  belkin                                        belkin                           1
s2e033c16ce  wyze                                          wyze                             1
s920adb2966  qnap                                          qnap                             1
scec35b7b68  google                                        google                           1
sde4088b8b4  hikvision                                     hikvision                        1
s3e5c9f93ec  hikvision                                     hikvision                        1
s442b1e5136  apple                                         apple                            1
s1ffb60b6f8  insteon                                       apple                            0
s0f2bd5b370  envisalink                                    apple                            0
s21d735785e  synology                                      synology                         1
se402ef4f75  linksys                                       belkin                           0
scfbe61e789  synology                                      synology                         1
sb2613564e8  amazon                                        apple                            0
s34137dddf5  google                                        google                           1
s8271603a6e  catspad                                       espressif                        0
s54ad1b4070  amazon                                        apple                            0
s67b927d1b1  zmodo                                         eufy                             0
sa9d48e9637  amazon                                        amazon                           1
sc6190cb222  logitech                                      logitech                         1
sf4a5813bd3  amazon                                        amazon                           1
sda6cb3e377  philips                                       philips                          1
s421b006e16  wyzelabs                                      wyze                             0
s5064275d99  wyzelabs                                      wyze                             0
s9ebec04e4b  wyzelabs                                      wyze                             0
s7dd6a7837d  amazon                                        amazon                           1
s69165cbae4  google                                        google                           1
s0a444bcbcc  amazon                                        amazon                           1
scff81f23c5  amazon                                        amazon                           1
s3ffa5f995b  amazon                                        apple                            0
s82bb0031e8  amazon                                        amazon                           1
s2db497817c  roku                                          roku                             1
sa0784707c4  amazon                                        amazon                           1
s307bb90c40  ??                                            amazon                           0
sb817a14ad7  logitech                                      logitech                         1
s9757edcaf4  wyze labs                                     wyze                             0
s840edf5dec  wyze labs                                     wyze                             0
sd0897aa4b8  wyze labs                                     wyze                             0
s0dcef7ed7c  wyze labs                                     wyze                             0
s75a76c56a2  wyze labs                                     wyze                             0
sdcc25f0988  hp                                            hp                               1
sf4aa298d40  microsoft                                     microsoft                        1
s5c72e56d38  wyze labs                                     wyze                             0
s554f4c240c  wyze labs                                     wyze                             0
s1e3f950a89  wyze labs                                     wyze                             0
s0277924d07  wyze labs                                     wyze                             0
s96da84e36f  sonos                                         sonos                            1
s92f289d100  chamberlin                                    chamberlain                      1
s5c1cddbb08  velux                                         netatmo                          0
s26e0b008c6  obihai                                        obihai                           1
s01b3be5908  lutron                                        google                           0
s810bfead05  google                                        google                           1
s6c2a4f75d7  roku                                          roku                             1
s563b447ec4  vizio                                         vizio                            1
sb2c74350b6  microsoft                                     microsoft                        1
s3a594ca081  chillblast                                    amazon                           0
se45c1597e2  chillblast                                    amazon                           0
s1d885ac26e  google                                        google                           1
s8c4e8df0bb  asrock                                        asrock                           1
s2c2ba381ef  qnap                                          qnap                             1
s11ef952c09  lg                                            lg                               1
s57782dad63  lg                                            lg                               1
s6714439402  apple                                         apple                            1
s8e459db8c7  samsung                                       samsung                          1
s24d6a89d39  esp                                           espressif                        0
sa5db51101d  solaredge                                     solaredge                        1
s1bdde2fe3d  samsung                                       samsung                          1
s7531522f1b  canon                                         canon                            1
sf5eab63888  fing                                          wyze                             0
s4a0a7dc4e5  apple                                         apple                            1
s537da9ec0a  google                                        google                           1
se12b443fe8  google                                        google                           1
s9f6e52870e  sonos                                         sonos                            1
sfebcd9a010  philips                                       philips                          1
s968f93441e  sonos                                         sonos                            1
s1e584bb5cb  sonos                                         sonos                            1
sa9dafe3989  apple                                         apple                            1
s6c6aebba16  tp-link                                       tp-link                          1
s0edcd82796  sonos                                         sonos                            1
s78118ac8ca  sonos                                         sonos                            1
see19b02ce0  koogeek                                       koogeek                          1
s6ab6c88cae  sonos                                         sonos                            1
s783d283f01  sonos                                         sonos                            1
s523f52ce67  philips                                       philips                          1
s115d6f6f38  sonos                                         sonos                            1
s541afd7cbc  tp-link                                       tp-link                          1
s41e49bd4d6  sonos                                         sonos                            1
sc7e7618559  sonos                                         sonos                            1
sf3ad206c33  sonos                                         sonos                            1
sb760acc7c6  koogeek                                       koogeek                          1
sfe8feeb7de  koogeek                                       koogeek                          1
s17523a0fcb  proscenic                                     google                           0
sfd240b1338  koogeek                                       koogeek                          1
sdb5b4eae61  koogeek                                       koogeek                          1
sc16d09a585  xiaomi                                        xiaomi                           1
s17eba45c99  synology                                      synology                         1
s0d45b4f092  nabucasa                                      raspberry pi                     0
s5112a4d80b  roku                                          roku                             1
sca0f5704cd  roku                                          roku                             1
s227033139f  zt                                            google                           0
saaaea35f00  samsung                                       samsung                          1
sa6a3cec207  brother                                       apple                            0
sc07c4137ed  giga-byte                                     intel                            0
s5339d8be81  google                                        google                           1
s0a4fe0de6b  google                                        google                           1
s036f60c6c9  google                                        google                           1
s32490ea26e  google                                        google                           1
sb0788bc864  samsung                                       samsung                          1
s39fa9778d3  apple                                         oneplus                          0
scfc4ebf667  tp-link                                       tp-link                          1
s793bfb290a  raspberry                                     apple                            0
s1422e897ab  ambient weather                               eufy                             0
s237762f4e5  ecobee                                        ecobee                           1
s8be82db9ad  amazon                                        amazon                           1
sbe84d03211  google                                        google                           1
sa5e25fb272  samsung                                       samsung                          1
sb01ae54b5d  chamberlain                                   chamberlain                      1
s2aa15e0a22  amazon                                        amazon                           1
sd654746b0d  adafruit                                      raspberry pi                     0
sdc8ecd8687  apple                                         apple                            1
sde7fff243e  google                                        google                           1
s53fd8456e7  amazon                                        apple                            0
s9c523e9bac  apple                                         apple                            1
s090ab8737e  adafruit                                      raspberry pi                     0
s3dddfe8646  amazon                                        amazon                           1
s4aba231781  adafruit                                      raspberry pi                     0
sdb03482b1b  amazon                                        amazon                           1
s1d8e4794f6  philips hue                                   philips                          0
s20118a2b1d  google                                        google                           1
sc1271a8629  intel                                         google                           0
seae11f86e2  belkin                                        belkin                           1
s1a8a073432  philips                                       philips                          1
s1288e078a9  logitech                                      logitech                         1
sff4b4bf743  belkin wemo                                   belkin                           0
s494d7ede7c  amazon ring                                   amazon                           0
sa5c19dc712  snapav                                        foscam                           0
s7cbf276831  araknis                                       tp-link                          0
s653c5def7b  google                                        google                           1
s3732066fee  amazon                                        amazon                           1
s5ba54bf919  amazon                                        amazon                           1
sb2b6f14112  wemo                                          belkin                           0
sfa7b42deae  amazon                                        amazon                           1
sef908d7e41  google                                        google                           1
sbd408f161c  vizio                                         vizio                            1
sca7ab88527  big ass fans                                  apple                            0
s4c220eb177  haiku                                         koogeek                          0
s852e07007e  amazon                                        amazon                           1
s8b2ebc55ef  amazon                                        amazon                           1
sa1ac323324  belkin                                        belkin                           1
sed583ae71d  simplisafe                                    espressif                        0
saf89b992fa  microsoft                                     hp                               0
s365ae1fe22  philip's                                      philips                          1
s5db57d01cc  wd                                            wd                               1
s7ff6953615  amazon                                        amazon                           1
s22856df9a1  netamo                                        netatmo                          1
s00ba950c2b  zhejiang shenghui lighting                    sengled                          0
s71918538b4  ubports                                       lg                               0
s2fdb630f09  rasp pi                                       raspberry pi                     0
sdb491f21ca  shenzeng                                      foscam                           0
s189f371b97  amazon                                        amazon                           1
s137a5c0ef0  samsung                                       ikea                             0
s9b64e6fe71  wyze                                          wyze                             1
se19f75353e  samsung                                       ikea                             0
s969390b959  amazon                                        amazon                           1
sbfddf0f49e  logitech                                      logitech                         1
s1a636785b2  aqua illumination                             apple                            0
s322d571d5e  amazon                                        amazon                           1
sa9387a7ede  samsung                                       samsung                          1
sd2d3c3d385  google                                        google                           1
s5561b80f7e  sony                                          sony                             1
s1bb4cf0cd5  google                                        google                           1
see7e2a4e2c  philips                                       tcl                              0
s52ccd0ce5c  neato robotics                                amazon                           0
s752b71d282  axis                                          amazon                           0
s731c542b09  eps                                           apple                            0
s0694e39937  axis                                          apple                            0
s790827bf93  samsung                                       samsung                          1
s0f3e925498  tp-link                                       tp-link                          1
sf19808f522  xiamoi                                        xiaomi                           1
saba0f1922c  nintendo                                      nintendo                         1
s16e9def88e  google                                        google                           1
s019e9b9dc8  panasonic                                     panasonic                        1
s90257e1cea  xiaomi                                        xiaomi                           1
se82ce9cec6  ???                                           amazon                           0
s5e230c6b54  philips                                       philips                          1
s41d8bfb3db  hp                                            hp                               1
s78af19b3b6  sonos                                         sonos                            1
sc6dcbc30d7  dyson                                         dyson                            1
s16219af7df  sony                                          brother                          0
s3758ac62bc  google                                        google                           1
s29e2050f35  samsung                                       samsung                          1
se7abbc7ece  samsung                                       samsung                          1
s282956d266  custom built pc                               lenovo                           0
sa8816855bf  canary                                        wyze                             0
s91d63435f3  yi                                            roku                             0
s01cc2d1e1e  apple                                         apple                            1
s34374ff2eb  bose                                          apple                            0
s3ed45884ce  google                                        google                           1
sd8b7a6da2b  philips                                       philips                          1
sc4947be7dc  remsol                                        ikea                             0
s4388f6593e  aqara                                         xiaomi                           0
sde06a7410b  foscam                                        foscam                           1
s4ee8f25a88  arlo                                          netgear                          0
saff26de191  daikin                                        google                           0
sa84e91d8df  instar                                        foscam                           0
s99eda1c385  qnap                                          qnap                             1
s0b3cfbc169  amazon fire tv                                amazon                           0
saa8f61c6d7  apple                                         apple                            1
sea6101825d  huawei                                        huawei                           1
s85e16d6b00  intelbras                                     koogeek                          0
s9822cc7c27  raspberry pi                                  raspberry pi                     1
sfa2e428088  roomba                                        google                           0
s7ce738553c  google                                        google                           1
sef0b347231  belkin                                        belkin                           1
s2748c90ef9  xiaomi                                        xiaomi                           1
s153fa1dd84  google                                        sony                             0
s2c87df5e5e  sure petcare                                  heatmiser                        0
s7014e0964a  bluesound                                     apple                            0
s822b453827  google                                        google                           1
se787893889  bosch                                         bosch                            1
s8d200e3779  amazon                                        amazon                           1
sd0e61262a4  samsung                                       samsung                          1
sd8b271ac33  google                                        google                           1
sd3264e8b14  amazon                                        amazon                           1
sf13e531bea  generic brand                                 espressif                        0
s61ee695927  roomba                                        google                           0
s23c655396b  wink                                          wink                             1
s63abf31503  fdt                                           amazon                           0
seba52c1afd  honeywell                                     honeywell                        1
sb24626fcd1  insignia                                      insignia                         1
s92a14b3528  generic brand                                 espressif                        0
s4f326aeb34  generic brand                                 espressif                        0
s5d4e3a3753  amazon                                        amazon                           1
sc10f50dee5  amazon                                        amazon                           1
s79a16b7958  wyze                                          wyze                             1
s5bc26c2ee8  generic brand                                 espressif                        0
s1e700bf898  wyze                                          wyze                             1
sb5d29262cf  generic brand                                 espressif                        0
s223a27a046  netgear                                       netgear                          1
s462135deef  generic brand                                 espressif                        0
sadb5a9d235  amazon                                        amazon                           1
s709b64c653  amazon                                        amazon                           1
s4c31f53095  expower                                       espressif                        0
s7fab3211f2  amazon                                        amazon                           1
s23e893f59f  amazon                                        amazon                           1
s33a67e74f1  horsky                                        espressif                        0
sc4aca036b8  epson                                         epson                            1
s46ff22ae85  tp-link                                       tp-link                          1
sa5ea4b650e  sky                                           august                           0
s058e319e58  horsky                                        espressif                        0
sf97eab4791  amazon                                        amazon                           1
s5dddbda0eb  asustor                                       asus                             0
sb7f2642903  google                                        google                           1
s5be29823c8  vizio                                         vizio                            1
scbce61b9a7  oneplus                                       oneplus                          1
s5b101ce06f  oneplus                                       oneplus                          1
s05b948a663  google                                        google                           1
s5ac068e019  philips                                       philips                          1
sb4a9bd7291  dyson                                         dyson                            1
s62c5b30268  google                                        google                           1
s14a55145b7  sonos                                         sonos                            1
s7caf1ac85a  western digital                               wd                               0
s34740aeb07  samsung                                       samsung                          1
s5c18c6dc68  sonos                                         sonos                            1
se779a4541a  lutron                                        google                           0
s0c5f91c6ff  sonos                                         sonos                            1
sc243983f26  tivo                                          tivo                             1
s5438551148  google                                        google                           1
sff5ae11aa2  amazon                                        amazon                           1
s3d54b10f10  hp                                            hp                               1
sde973c6ef0  google                                        google                           1
sc1933892c0  philips                                       philips                          1
sc0e98160e7  google nest                                   google                           0
s2f51b88469  google                                        google                           1
s54ff8d6cbe  sonos                                         sonos                            1
sf1c2c50957  sonos                                         sonos                            1
s3ddea6778e  sonos                                         sonos                            1
sb4db983f90  amazon                                        amazon                           1
s0e45cd11e9  sonos                                         sonos                            1
s2661722da4  sonos                                         sonos                            1
sae21687ff9  chamberlain                                   chamberlain                      1
sd1447204d8  amazon                                        amazon                           1
s5f8fdaaa12  d-link                                        d-link                           1
s6b624b2d77  dyson                                         dyson                            1
sde13473a32  raspberry pi                                  raspberry pi                     1
s7533413f37  lg                                            lg                               1
s442e57a951  foscam                                        foscam                           1
s55e47d20fc  nintendo                                      nintendo                         1
s34dc705ed7  ???                                           samsumg                          0
s7ac1700ef9  openmediavault                                raspberry pi                     0
s5d2eb4ef6a  raspberrypi foundation                        raspberry pi                     0
sf0eb684636  rasberry pi                                   raspberry pi                     1
s6ef4e635ae  bouygues                                      google                           0
s7bbf9ccf09  sonos                                         sonos                            1
sd678d245b1  ge                                            apple                            0
s1f991ed903  simplisafe                                    august                           0
sedd58ffb2d  toshiba                                       lenovo                           0
s3904438ee0  google                                        google                           1
sabf7971872  simplisafe                                    august                           0
saa73eacc73  irobot                                        irobot                           1
sfa41a9a36a  shark                                         google                           0
s2e7a62808b  irobot                                        google                           0
s1802080b27  samsung                                       samsung                          1
s072660c50d  hoover                                        roku                             0
s4780644657  neato                                         amazon                           0
s7d567a28e9  electrolux                                    amazon                           0
sdec9e655a8  lg                                            lg                               1
s7074e26fdb  gardena                                       amazon                           0
sf66279949a  westerndigital                                wd                               0
scefee058da  firstalert                                    eufy                             0
sb548bc3c43  chamberlain                                   chamberlain                      1
sf4d97ba5f4  firstalert                                    eufy                             0
s80f637b541  honeywell                                     honeywell                        1
s234b313675  logitech                                      logitech                         1
s504b9ad6a1  lutron electronics co.                        google                           0
se8b8b9ea68  lg                                            google                           0
s358f365ee6  generic brand                                 espressif                        0
s1b4d592016  intel                                         asus                             0
s2156cce706  trendnet                                      espressif                        0
s1a3c2f8680  samsung                                       samsung                          1
s63d7c5a823  fdt                                           amazon                           0
s6ed44690df  molekule                                      amazon                           0
s8253441a49  apple                                         apple                            1
s2ac14d4d8d  samsung                                       samsung                          1
saf95444bd7  molekule                                      amazon                           0
sfe0fe8ac77  philips                                       philips                          1
s98104c1397  tovala                                        apple                            0
s4ad7fc1a4b  lg                                            lg electronics                   0
s3d185e6218  tp-link                                       tp-link                          1
sacaac6537e  amcrest                                       dahua                            0
sf5f2ab254c  foscam                                        apple                            0
s910e0f49a1  wyze                                          apple                            0
s56b01d733f  wyze                                          apple                            0
sd48eafc2ca  wemo                                          belkin                           0
s923955d903  wemo                                          belkin                           0
s20f90ec94b  hp                                            hewlett-packard                  0
s65d6fa374b  wemo                                          belkin                           0
sa31658c679  motorola                                      apple                            0
s219fe5ad52  apple                                         apple                            1
sbe88adc4c9  samsung                                       samsung                          1
s4f24d495fb  apple                                         apple                            1
se3d5e5c4f0  honhai                                        brother                          0
s1c7fa87584  xiaomi                                        xiaomi                           1
sedc9c19c27  unknown                                       intel                            0
sade49c0d10  espressif                                     espressif                        1
s24b5c1b4e0  espressif                                     espressif                        1
s18a8f6a8b4  espressif                                     espressif                        1
s1779309aec  google                                        apple                            0
s2ac6e4b31a  espressif                                     espressif                        1
scb23f6644c  google                                        google                           1
s771f6d2dac  espressif                                     espressif                        1
sbfa441ae5a  google                                        google                           1
s21c3a72aab  yamaha                                        yamaha                           1
sf2d0cb93dc  hp                                            hp                               1
s80cbf26b4a  espressif                                     espressif                        1
sfca7f8cd7a  espressif                                     espressif                        1
s8079d5168f  google                                        google                           1
s7c3259ffcf  google                                        google                           1
s879a0b4a45  roku                                          roku                             1
s3fb069c96e  logitech                                      logitech                         1
sebee40f297  google                                        google                           1
s8dfd0ea638  logitech                                      apple                            0
sdf2756a86b  roku                                          roku                             1
s52a26eb653  espressif                                     espressif                        1
s89d87e6a74  rachio                                        google                           0
s2ace51ea22  espressif                                     apple                            0
s19277670e1  roku                                          roku                             1
s6f18d72eb8  honeywell                                     honeywell                        1
s94da4b3f8a  espressif                                     espressif                        1
s7feb7d1bbd  honeywell                                     honeywell                        1
s5f202cb21d  google                                        google                           1
s75b39feee7  espressif                                     espressif                        1
sfa02c73fb7  espressif                                     espressif                        1
s92001263e3  espressif                                     espressif                        1
sb7d64595ca  amazon                                        amazon                           1
s441e72a2b4  espressif                                     espressif                        1
s759211a907  espressif                                     espressif                        1
sc086d8ba9d  espressif                                     espressif                        1
se628548c30  espressif                                     espressif                        1
s90ea7f1b9c  espressif                                     espressif                        1
s1ed245253c  espressif                                     apple                            0
s6208369e56  ?                                             amazon                           0
s88cd8e87ff  synology                                      synology                         1
s029e6bfa23  arlo by netgear                               netgear                          0
sfab5c458f8  sonos                                         sonos                            1
s27b438a6cd  sonos                                         sonos                            1
sf840b6650d  sony                                          sony                             1
sc86e2a371b  hewlett packard                               hp                               0
sb0cfd1bbff  huawei                                        huawei                           1
sa7dbc4b2f2  ooma                                          ooma                             1
sb8b1a56f9a  roku                                          roku                             1
s7b3ffa7a70  samsung                                       samsung                          1
s16891f875f  d-link                                        d-link                           1
s7d81b089d0  google chromecast                             google                           0
s555a892d1d  samsung                                       samsung                          1
s8f28685b49  denon                                         denon                            1
s25dd2e8fc4  denon                                         denon                            1
s08cc1abf42  honeywell                                     honeywell                        1
sa6ce5d1ea9  honeywell                                     honeywell                        1
s0e287e38e0  rainmachine                                   cisco-linksys                    0
s456fbd5382  tivo                                          tivo                             1
sf1fc1b7125  ubiqity                                       ubiquiti                         1
sad9775ca30  intel                                         intel                            1
sf35d0621ea  hp                                            hp                               1
sf42912bf64  ubiquiti                                      ubiquiti                         1
sa2f2784d2f  tivo                                          tivo                             1
s2713769cd8  chamberlain                                   chamberlain                      1
se70936f4c6  ubiquiti                                      ubiquiti                         1
se0e683b376  foscam                                        foscam                           1
s00ebb164b7  ecobee inc                                    ecobee                           0
sb3613da144  huawei                                        huawei                           1
s697e554c99  xiaomi                                        xiaomi                           1
se9c643aec0  huaway                                        huawei                           1
s75969a2d90  dahua                                         dahua                            1
s36455b0a9e  sony                                          sony                             1
s3bdaba8b4d  lifx                                          lifx                             1
s689130e5b0  dahua                                         dahua                            1
s777e69e021  hp                                            hp                               1
sd56c34b7fc  sony                                          sony                             1
s7ddeb8bedd  foxtel                                        arris                            0
s4ee8684d94  xaomi                                         eufy                             0
sdd158ca311  netgear                                       netgear                          1
s6cdb86b720  tuya                                          espressif                        0
s8d48038ba6  dahua                                         dahua                            1
s8d07df35f6  asus                                          lenovo                           0
s7855e7cd6d  google                                        google                           1
s6e687e55aa  google                                        google                           1
s76b459e343  amazon                                        amazon                           1
s12627dd540  amazon                                        amazon                           1
sc89579c73a  sony                                          sony                             1
s7990b1fc3c  lg electronics                                lg electronics                   1
s1112d9a6d8  samsung                                       samsung                          1
s02fdfb0d1c  google                                        google                           1
s69b33e8b08  plume                                         plume                            1
s8e161d21c4  ecobee inc.                                   ecobee                           0
sb7992dbf20  oneplus                                       oneplus                          1
s331b5ace0a  huwaei                                        apple                            0
s9a7e9ca5bf  roku                                          roku                             1
s0a745544a6  google                                        google                           1
s6d591581f3  roku                                          roku                             1
safc1350b4e  roku                                          roku                             1
seaeb494533  ecobee inc.                                   ecobee                           0
s0f10c8e466  sonos                                         sonos                            1
s6fd8a62bfb  sonos                                         sonos                            1
see5efc71d0  lacrosse technology                           foscam                           0
se467bcd42f  sonos                                         sonos                            1
s6eaf223d75  sonos                                         sonos                            1
sf049e1c5d7  apple                                         apple                            1
sb310d4920a  apple                                         apple                            1
s502efacf7f  adt                                           netgear                          0
s932c286bfa  ooma                                          ooma                             1
s62bfc41f87  canary                                        hive                             0
s3b51fbecee  philips                                       philips                          1
sf986237f3d  wemo                                          belkin                           0
s9d5fdb4565  amazon                                        amazon                           1
s08d08ffd1d  wemo                                          belkin                           0
sd866095861  wemo                                          belkin                           0
s7f73770291  meural                                        august                           0
s612d98ed18  delock                                        espressif                        0
se467e369e9  netgear                                       netgear                          1
s10b164fd51  microsoft                                     microsoft                        1
s2ba9cf5db3  eq-3 ag                                       raspberry pi                     0
s7fa291d988  bose                                          amazon                           0
s0febe5adc2  eq-3 ag                                       raspberry pi                     0
sd538d57693  avm                                           qnap                             0
